station_id,timestamp,water_temp_result_type,water_temp_detection_condition,water_temp_value,water_temp_units,ph_result_type,ph_detection_condition,ph_value,ph_units,do_result_type,do_detection_condition,do_value,do_units,salinity_result_type,salinity_detection_condition,salinity_value,salinity_units,phosphate_phosphorus_result_type,phosphate_phosphorus_detection_condition,phosphate_phosphorus_value,phosphate_phosphorus_units,chlora_result_type,chlora_detection_condition,chlora_value,chlora_units,enterococcus_result_type,enterococcus_detection_condition,enterococcus_value,enterococcus_units,tss_result_type,tss_detection_condition,tss_value,tss_units,nutrient_nitrogen_result_type,nutrient_nitrogen_detection_condition,nutrient_nitrogen_value,nutrient_nitrogen_units
21DELAWQ_WQX-101021,2010-03-02 09:22:00,Actual,Detected,4.41,Deg C.,Actual,Detected,7.41,ph,Actual,Detected,13.25,mg/l,Actual,Detected,0.2,ppt,Actual,Detected,0.02,mg/l,Actual,Detected,1.91,ug/l,Actual,Detected,40,cfu/100 ml,Actual,Detected,3,mg/l,Actual,Detected,1.52,mg/l
21DELAWQ_WQX-101021,2010-04-06 07:23:00,Actual,Detected,14.7,Deg C.,Actual,Detected,7.51,ph,Actual,Detected,9.44,mg/l,Actual,Detected,0.19,ppt,Actual,Detected,0.02,mg/l,Actual,Detected,2.82,ug/l,Actual,Detected,120,cfu/100 ml,Actual,Detected,2,mg/l,Actual,Detected,1.81,mg/l
21DELAWQ_WQX-101021,2010-02-01 09:54:00,Actual,Detected,1.12,Deg C.,Actual,Detected,8.97,ph,Actual,Detected,15.53,mg/l,Actual,Detected,0.22,ppt,Actual,Detected,0.02,mg/l,Actual,Detected,0.32,ug/l,Actual,Detected,27,cfu/100 ml,Estimated,Detected,1,mg/l,Actual,Detected,2.33,mg/l
21DELAWQ_WQX-101021,2010-11-03 09:44:00,Actual,Detected,6.44,Deg C.,Actual,Detected,7.72,ph,Actual,Detected,10.83,mg/l,Actual,Detected,0.17,ppt,Actual,Detected,0.02,mg/l,Actual,Detected,0.59,ug/l,Actual,Detected,93,cfu/100 ml,Actual,Not Detected,0.5,mg/l,Actual,Detected,0.54,mg/l
21DELAWQ_WQX-101021,2010-06-02 09:00:00,Actual,Detected,20.28,Deg C.,Actual,Detected,7.97,ph,Actual,Detected,7.97,mg/l,Actual,Detected,0.17,ppt,Actual,Detected,0.05,mg/l,Actual,Detected,0.91,ug/l,Actual,Present Above Quantification Limit,4840,cfu/100 ml,Actual,Detected,3,mg/l,Actual,Detected,2.1,mg/l
21DELAWQ_WQX-101021,2010-07-07 09:47:00,Actual,Detected,23.8,Deg C.,Actual,Detected,8.09,ph,Actual,Detected,8.13,mg/l,Actual,Detected,0.21,ppt,Actual,Detected,0.04,mg/l,Actual,Detected,0.6,ug/l,Actual,Detected,107,cfu/100 ml,Actual,Detected,2,mg/l,Actual,Detected,1.53,mg/l
21DELAWQ_WQX-101021,2010-01-05 09:23:00,Actual,Detected,1.21,Deg C.,Actual,Detected,8.72,ph,Actual,Detected,14.21,mg/l,Actual,Detected,0.2,ppt,Actual,Detected,0.02,mg/l,Estimated,Detected,0.12,ug/l,Actual,Detected,27,cfu/100 ml,Actual,Not Detected,0.5,mg/l,Actual,Detected,3.71,mg/l
21DELAWQ_WQX-101021,2010-09-08 09:58:00,Actual,Detected,21.31,Deg C.,Actual,Detected,7.48,ph,Actual,Detected,7.95,mg/l,Actual,Detected,0.23,ppt,Actual,Detected,0.03,mg/l,Actual,Detected,0.43,ug/l,Actual,Detected,110,cfu/100 ml,Estimated,Detected,1,mg/l,Actual,Detected,1.83,mg/l
21DELAWQ_WQX-101021,2010-05-17 09:19:00,Actual,Detected,14.68,Deg C.,Actual,Detected,7.73,ph,Actual,Detected,9,mg/l,Actual,Detected,0.19,ppt,Actual,Detected,0.03,mg/l,Actual,Detected,0.6,ug/l,Actual,Detected,400,cfu/100 ml,Actual,Detected,2,mg/l,Actual,Detected,2.14,mg/l
21DELAWQ_WQX-101021,2011-01-05 09:36:00,Actual,Detected,1.2,Deg C.,Actual,Detected,7.84,ph,Actual,Detected,13.96,mg/l,Actual,Detected,0.3,ppt,Actual,Detected,0.02,mg/l,Actual,Detected,0.93,ug/l,Actual,Detected,20,cfu/100 ml,Actual,Not Detected,0.5,mg/l,Actual,Detected,1.74,mg/l
21DELAWQ_WQX-101021,2011-11-02 09:56:00,Actual,Detected,8.19,Deg C.,Actual,Detected,7.78,ph,Actual,Detected,11.21,mg/l,Actual,Detected,0.16,ppt,Actual,Detected,0.03,mg/l,Actual,Detected,0.36,ug/l,Actual,Detected,320,cfu/100 ml,Actual,Detected,2,mg/l,Actual,Detected,1.82,mg/l
21DELAWQ_WQX-101021,2011-05-02 09:47:00,Actual,Detected,15.28,Deg C.,Actual,Detected,7.31,ph,Actual,Detected,8.73,mg/l,Actual,Detected,0.22,ppt,Actual,Detected,0.05,mg/l,Actual,Detected,7,ug/l,Actual,Present Above Quantification Limit,4840,cfu/100 ml,Actual,Detected,10,mg/l,Actual,Detected,1.78,mg/l
21DELAWQ_WQX-101021,2011-03-02 09:16:00,Actual,Detected,4.79,Deg C.,Actual,Detected,8.34,ph,Actual,Detected,13.25,mg/l,Actual,Detected,0.24,ppt,Actual,Detected,0.01,mg/l,Actual,Detected,1.37,ug/l,Actual,Not Detected,1.5,cfu/100 ml,Actual,Not Detected,0.5,mg/l,Actual,Detected,1.6,mg/l
21DELAWQ_WQX-101021,2011-07-06 09:31:00,Actual,Detected,22.39,Deg C.,Actual,Detected,7.71,ph,Actual,Detected,7.76,mg/l,Actual,Detected,0.21,ppt,Actual,Detected,0.04,mg/l,Actual,Detected,1.52,ug/l,Actual,Detected,1000,cfu/100 ml,Actual,Detected,3,mg/l,Actual,Detected,1.53,mg/l
21DELAWQ_WQX-101021,2011-09-07 09:28:00,Actual,Detected,19.32,Deg C.,Actual,Detected,7.31,ph,Actual,Detected,8.82,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,0.11,mg/l,Actual,Detected,1.24,ug/l,Actual,Detected,22000,cfu/100 ml,Actual,Detected,27,mg/l,Actual,Detected,1.31,mg/l
21DELAWQ_WQX-101021,2012-07-03 09:34:00,Actual,Detected,21.57,Deg C.,Actual,Detected,7.34,ph,Actual,Detected,7.89,mg/l,Actual,Detected,0.22,ppt,Actual,Detected,0.04,mg/l,Actual,Detected,0.69,ug/l,Actual,Detected,1270,cfu/100 ml,Actual,Detected,2,mg/l,Actual,Detected,1.42,mg/l
21DELAWQ_WQX-101021,2012-03-07 09:43:00,Actual,Detected,5.52,Deg C.,Actual,Detected,8.14,ph,Actual,Detected,12.89,mg/l,Actual,Detected,0.18,ppt,Actual,Detected,0.01,mg/l,Actual,Detected,0.79,ug/l,Actual,Detected,37,cfu/100 ml,Actual,Not Detected,0.5,mg/l,Actual,Detected,1.89,mg/l
21DELAWQ_WQX-101021,2012-11-07 09:39:00,Actual,Detected,6.15,Deg C.,Actual,Detected,7.67,ph,Actual,Detected,13,mg/l,Actual,Detected,0.24,ppt,Actual,Detected,0.02,mg/l,Actual,Detected,0.55,ug/l,Actual,Detected,113,cfu/100 ml,Actual,Detected,2,mg/l,Actual,Detected,1.74,mg/l
21DELAWQ_WQX-101021,2012-01-04 10:08:00,Actual,Detected,0.26,Deg C.,Actual,Detected,7.59,ph,Actual,Detected,14.33,mg/l,Actual,Detected,0.17,ppt,Actual,Detected,0.02,mg/l,Actual,Detected,0.27,ug/l,Actual,Detected,33,cfu/100 ml,Actual,Detected,2,mg/l,Actual,Detected,1.97,mg/l
21DELAWQ_WQX-101021,2012-05-02 10:00:00,Actual,Detected,13.9,Deg C.,Actual,Detected,7.42,ph,Actual,Detected,9.68,mg/l,Actual,Detected,0.21,ppt,Actual,Detected,0.03,mg/l,Actual,Detected,0.74,ug/l,Actual,Detected,280,cfu/100 ml,Actual,Not Detected,0.5,mg/l,Actual,Detected,1.88,mg/l
21DELAWQ_WQX-101021,2012-09-05 10:24:00,Actual,Detected,23.35,Deg C.,Actual,Detected,7.36,ph,Actual,Detected,7.61,mg/l,Actual,Detected,0.12,ppt,Actual,Detected,0.07,mg/l,Actual,Detected,2.06,ug/l,Actual,Detected,5300,cfu/100 ml,Actual,Detected,4,mg/l,Actual,Detected,1.38,mg/l
21DELAWQ_WQX-101021,2013-12-03 09:51:00,Actual,Detected,6.16,Deg C.,Actual,Detected,7.96,ph,Actual,Detected,13.27,mg/l,Actual,Detected,0.2,ppt,Actual,Detected,0.06,mg/l,Actual,Detected,0.27,ug/l,Actual,Detected,45,cfu/100 ml,Actual,Not Detected,0.5,mg/l,Actual,Detected,1.98,mg/l
21DELAWQ_WQX-101021,2013-08-06 10:15:00,Actual,Detected,18.55,Deg C.,Actual,Detected,7.47,ph,Actual,Detected,8.21,mg/l,Actual,Detected,0.21,ppt,Actual,Detected,0.06,mg/l,Actual,Detected,0.21,ug/l,Actual,Detected,288,cfu/100 ml,Actual,Not Detected,0.5,mg/l,Actual,Detected,1.93,mg/l
21DELAWQ_WQX-101021,2013-01-08 09:38:00,Actual,Detected,2.34,Deg C.,Actual,Detected,7.67,ph,Actual,Detected,13.18,mg/l,Actual,Detected,0.27,ppt,Actual,Detected,0.02,mg/l,Actual,Not Detected,0.1,ug/l,Actual,Detected,113,cfu/100 ml,Actual,Not Detected,0.5,mg/l,Actual,Detected,1.76,mg/l
21DELAWQ_WQX-101021,2013-10-02 09:31:00,Actual,Detected,15.96,Deg C.,Actual,Detected,7.59,ph,Actual,Detected,9.18,mg/l,Actual,Detected,0.22,ppt,Actual,Detected,0.03,mg/l,Actual,Detected,0.44,ug/l,Actual,Detected,186,cfu/100 ml,Estimated,Detected,1,mg/l,Actual,Detected,1.91,mg/l
21DELAWQ_WQX-101021,2013-07-09 09:14:00,Actual,Detected,21.72,Deg C.,Actual,Detected,7.52,ph,Actual,Detected,7.96,mg/l,Actual,Detected,0.18,ppt,Actual,Detected,0.05,mg/l,Actual,Detected,0.58,ug/l,Actual,Detected,3810,cfu/100 ml,Actual,Not Detected,0.5,mg/l,Actual,Detected,1.7,mg/l
21DELAWQ_WQX-101021,2013-11-06 09:32:00,Actual,Detected,9.23,Deg C.,Actual,Detected,7.61,ph,Actual,Detected,10.82,mg/l,Actual,Detected,0.21,ppt,Actual,Detected,0.03,mg/l,Actual,Detected,0.26,ug/l,Actual,Detected,176,cfu/100 ml,Actual,Detected,2,mg/l,Actual,Detected,1.41,mg/l
21DELAWQ_WQX-101021,2013-05-13 10:04:00,Actual,Detected,12.32,Deg C.,Actual,Detected,7.39,ph,Actual,Detected,10.15,mg/l,Actual,Detected,0.18,ppt,Actual,Detected,0.03,mg/l,Actual,Detected,0.89,ug/l,Actual,Detected,350,cfu/100 ml,Actual,Detected,2,mg/l,Actual,Detected,1.43,mg/l
21DELAWQ_WQX-101021,2013-03-05 09:28:00,Actual,Detected,3.25,Deg C.,Actual,Detected,8.07,ph,Actual,Detected,14.35,mg/l,Actual,Detected,0.23,ppt,Estimated,Detected,0.01,mg/l,Actual,Detected,1.12,ug/l,Actual,Detected,3,cfu/100 ml,Actual,Not Detected,0.5,mg/l,Actual,Detected,1.9,mg/l
21DELAWQ_WQX-101021,2013-09-04 10:13:00,Actual,Detected,19.95,Deg C.,Actual,Detected,7.46,ph,Actual,Detected,7.32,mg/l,Actual,Detected,0.18,ppt,Actual,Detected,0.04,mg/l,Actual,Detected,0.58,ug/l,Actual,Detected,520,cfu/100 ml,Actual,Not Detected,0.5,mg/l,Actual,Detected,1.45,mg/l
21DELAWQ_WQX-101021,2014-09-08 10:47:00,Actual,Detected,19.98,Deg C.,Actual,Detected,7.54,ph,Actual,Detected,8.09,mg/l,Actual,Detected,0.22,ppt,Actual,Detected,0.04,mg/l,Actual,Detected,0.53,ug/l,Actual,Detected,35,cfu/100 ml,Estimated,Detected,1,mg/l,Actual,Detected,1.5,mg/l
21DELAWQ_WQX-101021,2014-11-05 09:42:00,Actual,Detected,10.64,Deg C.,Actual,Detected,7.44,ph,Actual,Detected,9.35,mg/l,Actual,Detected,0.22,ppt,Actual,Detected,0.03,mg/l,Actual,Detected,0.35,ug/l,Actual,Detected,232,cfu/100 ml,Actual,Not Detected,0.5,mg/l,Actual,Detected,1.2,mg/l
21DELAWQ_WQX-101021,2014-08-06 10:07:00,Actual,Detected,20.75,Deg C.,Actual,Detected,7.51,ph,Actual,Detected,8.1,mg/l,Actual,Detected,0.23,ppt,Actual,Detected,0.09,mg/l,Actual,Detected,0.59,ug/l,Actual,Detected,821,cfu/100 ml,Actual,Detected,3,mg/l,Actual,Detected,1.59,mg/l
21DELAWQ_WQX-101021,2014-01-07 09:53:00,Actual,Detected,-0.04,Deg C.,Actual,Detected,7.96,ph,Actual,Detected,13.83,mg/l,Actual,Detected,0.33,ppt,Estimated,Detected,0.07,mg/l,Actual,Detected,0.77,ug/l,Actual,Detected,731,cfu/100 ml,Actual,Detected,3,mg/l,Actual,Detected,1.66,mg/l
21DELAWQ_WQX-101021,2014-06-03 10:26:00,Actual,Detected,17.23,Deg C.,Actual,Detected,7.66,ph,Actual,Detected,8.75,mg/l,Actual,Detected,0.22,ppt,Estimated,Detected,0.1,mg/l,Actual,Detected,0.46,ug/l,Actual,Detected,344,cfu/100 ml,Actual,Detected,2,mg/l,Estimated,Detected,1.8,mg/l
21DELAWQ_WQX-101021,2014-02-05 10:13:00,Actual,Detected,1.1,Deg C.,Actual,Detected,8.12,ph,Actual,Detected,13.63,mg/l,Actual,Detected,0.34,ppt,Estimated,Detected,0.32,mg/l,Actual,Detected,15,ug/l,Actual,Detected,1190,cfu/100 ml,Actual,Detected,254,mg/l,Actual,Detected,1.57,mg/l
21DELAWQ_WQX-101021,2014-12-02 09:49:00,Actual,Detected,6.73,Deg C.,Actual,Detected,7.52,ph,Actual,Detected,10.73,mg/l,Actual,Detected,0.21,ppt,Actual,Detected,0.03,mg/l,Actual,Detected,0.37,ug/l,Actual,Detected,210,cfu/100 ml,Actual,Not Detected,0.5,mg/l,Actual,Detected,1.64,mg/l
21DELAWQ_WQX-101021,2014-10-06 09:51:00,Actual,Detected,11.89,Deg C.,Actual,Detected,7.43,ph,Actual,Detected,9.61,mg/l,Actual,Detected,0.19,ppt,Actual,Detected,0.03,mg/l,Actual,Detected,0.38,ug/l,Actual,Detected,582,cfu/100 ml,Actual,Not Detected,0.5,mg/l,Actual,Detected,1.77,mg/l
21DELAWQ_WQX-101021,2014-07-07 10:27:00,Actual,Detected,21.17,Deg C.,Actual,Detected,7.72,ph,Actual,Detected,7.51,mg/l,Actual,Detected,0.22,ppt,Estimated,Detected,0.1,mg/l,Actual,Detected,0.64,ug/l,Actual,Detected,472,cfu/100 ml,Actual,Not Detected,0.5,mg/l,Estimated,Detected,1.76,mg/l
21DELAWQ_WQX-101021,2014-05-06 09:52:00,Actual,Detected,12.95,Deg C.,Actual,Detected,7.68,ph,Actual,Detected,10.56,mg/l,Actual,Detected,0.21,ppt,Actual,Detected,0.06,mg/l,Actual,Detected,0.94,ug/l,Actual,Detected,133,cfu/100 ml,Estimated,Detected,1,mg/l,Actual,Detected,1.56,mg/l
21DELAWQ_WQX-101021,2014-04-07 09:51:00,Actual,Detected,8.2,Deg C.,Actual,Detected,7.8,ph,Actual,Detected,11.83,mg/l,Actual,Detected,0.23,ppt,Actual,Detected,0.04,mg/l,Actual,Detected,1.04,ug/l,Actual,Detected,6,cfu/100 ml,Estimated,Detected,1,mg/l,Actual,Detected,1.9,mg/l
21DELAWQ_WQX-101021,2014-03-11 09:56:00,Actual,Detected,5.35,Deg C.,Actual,Detected,8.21,ph,Actual,Detected,13.27,mg/l,Actual,Detected,0.25,ppt,Actual,Detected,0.04,mg/l,Actual,Detected,3.56,ug/l,Actual,Detected,13,cfu/100 ml,Actual,Detected,2,mg/l,Actual,Detected,1.61,mg/l
21DELAWQ_WQX-101021,2015-01-06 10:18:00,Actual,Detected,0.78,Deg C.,Actual,Detected,7.7,ph,Actual,Detected,14.56,mg/l,Actual,Detected,0.18,ppt,Actual,Detected,0.03,mg/l,Actual,Detected,1.74,ug/l,Actual,Detected,69,cfu/100 ml,Actual,Not Detected,0.5,mg/l,Actual,Detected,1.51,mg/l
21DELAWQ_WQX-101021,2015-05-05 09:53:00,Actual,Detected,16.19,Deg C.,Actual,Detected,7.64,ph,Actual,Detected,8.44,mg/l,Actual,Detected,0.23,ppt,Actual,Detected,0.02,mg/l,Actual,Detected,2.95,ug/l,Actual,Detected,125,cfu/100 ml,Actual,Detected,2,mg/l,Actual,Detected,1.45,mg/l
21DELAWQ_WQX-101021,2015-11-03 10:16:00,Actual,Detected,11.32,Deg C.,Actual,Detected,7.52,ph,Actual,Detected,10.34,mg/l,Actual,Detected,0.23,ppt,Actual,Detected,0.03,mg/l,Actual,Detected,0.41,ug/l,Actual,Detected,52,cfu/100 ml,Actual,Not Detected,0.5,mg/l,Actual,Detected,1.39,mg/l
21DELAWQ_WQX-101021,2015-02-04 09:55:00,Actual,Detected,0.46,Deg C.,Actual,Detected,8.17,ph,Actual,Detected,14.1,mg/l,Actual,Detected,0.29,ppt,Actual,Detected,0.02,mg/l,Actual,Detected,0.73,ug/l,Actual,Detected,19,cfu/100 ml,Estimated,Detected,1,mg/l,Actual,Detected,1.83,mg/l
21DELAWQ_WQX-101021,2015-07-07 10:10:00,Actual,Detected,21.21,Deg C.,Actual,Detected,7.83,ph,Actual,Detected,7.99,mg/l,Actual,Detected,0.2,ppt,Actual,Detected,0.03,mg/l,Actual,Detected,1.14,ug/l,Actual,Present Above Quantification Limit,4840,cfu/100 ml,Actual,Detected,2,mg/l,Actual,Detected,1.45,mg/l
21DELAWQ_WQX-101021,2015-04-08 09:58:00,Actual,Detected,10.21,Deg C.,Actual,Detected,8.07,ph,Actual,Detected,12.05,mg/l,Actual,Detected,0.23,ppt,Actual,Detected,0.03,mg/l,Actual,Detected,2.6,ug/l,Actual,Detected,545,cfu/100 ml,Actual,Detected,2,mg/l,Actual,Detected,1.47,mg/l
21DELAWQ_WQX-101021,2015-06-03 09:34:00,Actual,Detected,15.11,Deg C.,Actual,Detected,7.74,ph,Actual,Detected,9.08,mg/l,Actual,Detected,0.16,ppt,Actual,Detected,0.05,mg/l,Actual,Detected,0.99,ug/l,Actual,Present Above Quantification Limit,4840,cfu/100 ml,Actual,Detected,5,mg/l,Actual,Detected,1.38,mg/l
21DELAWQ_WQX-101021,2015-09-02 09:30:00,Actual,Detected,22.18,Deg C.,Actual,Detected,7.5,ph,Actual,Detected,6.89,mg/l,Actual,Detected,0.25,ppt,Actual,Detected,0.03,mg/l,Actual,Detected,1.06,ug/l,Actual,Detected,192,cfu/100 ml,Estimated,Detected,1,mg/l,Actual,Detected,1.56,mg/l
21DELAWQ_WQX-101021,2015-03-04 09:52:00,Actual,Detected,1.29,Deg C.,Actual,Detected,7.9,ph,Actual,Detected,13.48,mg/l,Actual,Detected,0.55,ppt,Actual,Detected,0.07,mg/l,Actual,Detected,3.17,ug/l,Actual,Detected,1100,cfu/100 ml,Actual,Detected,10,mg/l,Actual,Detected,2.52,mg/l
21DELAWQ_WQX-101021,2016-03-02 09:33:00,Actual,Detected,8.49,Deg C.,Actual,Detected,7.95,ph,Actual,Detected,11.95,mg/l,Actual,Detected,0.23,ppt,Actual,Detected,0.02,mg/l,Actual,Detected,2.08,ug/l,Actual,Detected,1300,cfu/100 ml,Actual,Detected,3,mg/l,Actual,Detected,1.93,mg/l
21DELAWQ_WQX-101021,2016-01-05 10:06:00,Actual,Detected,0.16,Deg C.,Actual,Detected,8.1,ph,Actual,Detected,15.26,mg/l,Actual,Detected,0.23,ppt,Actual,Detected,0.02,mg/l,Actual,Detected,0.58,ug/l,Actual,Detected,26,cfu/100 ml,Actual,Not Detected,0.5,mg/l,Estimated,Detected,1.9,mg/l
21DELAWQ_WQX-101021,2016-07-12 09:30:00,Actual,Detected,20.87,Deg C.,Actual,Detected,7.85,ph,Actual,Detected,7.3,mg/l,Actual,Detected,0.24,ppt,Actual,Detected,0.04,mg/l,Actual,Detected,0.62,ug/l,Actual,Detected,176,cfu/100 ml,Actual,Not Detected,0.5,mg/l,Actual,Detected,1.56,mg/l
21DELAWQ_WQX-101021,2016-09-06 09:40:00,Actual,Detected,19.86,Deg C.,Actual,Detected,7.74,ph,Actual,Detected,7.57,mg/l,Actual,Detected,0.25,ppt,Actual,Detected,0.03,mg/l,Actual,Detected,0.55,ug/l,Actual,Detected,152,cfu/100 ml,Estimated,Detected,1,mg/l,Actual,Detected,1.38,mg/l
21DELAWQ_WQX-101021,2016-05-04 09:22:00,Actual,Detected,12.26,Deg C.,Actual,Detected,7.75,ph,Actual,Detected,9.95,mg/l,Actual,Detected,0.19,ppt,Actual,Detected,0.04,mg/l,Actual,Detected,2.47,ug/l,Actual,Detected,821,cfu/100 ml,Estimated,Detected,1,mg/l,Actual,Detected,1.45,mg/l
21DELAWQ_WQX-101021,2016-11-02 09:03:00,Actual,Detected,10.81,Deg C.,Actual,Detected,7.91,ph,Actual,Detected,9.14,mg/l,Actual,Detected,0.22,ppt,Actual,Detected,0.03,mg/l,Actual,Detected,3.71,ug/l,Actual,Detected,15,cfu/100 ml,Actual,Detected,6,mg/l,Actual,Detected,0.99,mg/l
21DELAWQ_WQX-101021,2017-07-18 09:08:00,Actual,Detected,22.7,Deg C.,Actual,Detected,7.49,ph,Actual,Detected,7.19,mg/l,Actual,Detected,0.23,ppt,Actual,Detected,0.05,mg/l,Actual,Detected,1.5,ug/l,Actual,Detected,242,cfu/100 ml,Estimated,Detected,1.5,mg/l,Actual,Detected,1.45,mg/l
21DELAWQ_WQX-101021,2017-01-04 09:32:00,Actual,Detected,7.01,Deg C.,Actual,Detected,7.94,ph,Actual,Detected,10.94,mg/l,Actual,Detected,0.15,ppt,Actual,Detected,0.04,mg/l,Actual,Detected,6.68,ug/l,Actual,Detected,1370,cfu/100 ml,Actual,Detected,2.5,mg/l,Actual,Detected,1.2,mg/l
21DELAWQ_WQX-101021,2017-03-07 09:20:00,Actual,Detected,6.04,Deg C.,Actual,Detected,7.46,ph,Actual,Detected,11.78,mg/l,Actual,Detected,0.24,ppt,Estimated,Detected,0.01,mg/l,Actual,Detected,1.86,ug/l,Actual,Not Detected,1,cfu/100 ml,Estimated,Detected,1,mg/l,Actual,Detected,1.78,mg/l
21DELAWQ_WQX-101021,2017-09-11 09:26:00,Actual,Detected,15.61,Deg C.,Actual,Detected,8.21,ph,Actual,Detected,10.75,mg/l,Actual,Detected,0.24,ppt,Actual,Detected,0.03,mg/l,Actual,Detected,0.33,ug/l,Actual,Detected,192,cfu/100 ml,Actual,Not Detected,0.5,mg/l,Actual,Detected,1.77,mg/l
21DELAWQ_WQX-101021,2017-11-13 09:21:00,Actual,Detected,6.93,Deg C.,Actual,Detected,8.69,ph,Actual,Detected,11.52,mg/l,Actual,Detected,0.24,ppt,Actual,Detected,0.03,mg/l,Actual,Not Detected,0.1,ug/l,Actual,Detected,71,cfu/100 ml,Actual,Detected,0.8,mg/l,Actual,Detected,1.54,mg/l
21DELAWQ_WQX-101021,2017-05-02 09:31:00,Actual,Detected,18.2,Deg C.,Actual,Detected,7.55,ph,Actual,Detected,8.07,mg/l,Actual,Detected,0.24,ppt,Actual,Detected,0.02,mg/l,Actual,Detected,2.78,ug/l,Actual,Detected,54,cfu/100 ml,Estimated,Detected,1.6,mg/l,Actual,Detected,1.53,mg/l
21DELAWQ_WQX-101021,2018-08-07 09:21:00,Actual,Detected,23.89,Deg C.,Actual,Detected,7.56,ph,Actual,Detected,8.25,mg/l,Actual,Detected,0.22,ppt,Actual,Detected,0.05,mg/l,Actual,Detected,1.92,ug/l,Actual,Detected,551,cfu/100 ml,Actual,Not Detected,0.5,mg/l,Actual,Detected,1.51,mg/l
21DELAWQ_WQX-101021,2018-05-02 09:20:00,Actual,Detected,14.42,Deg C.,Actual,Detected,7.67,ph,Actual,Detected,10.22,mg/l,Actual,Detected,0.25,ppt,Actual,Detected,0.01,mg/l,Actual,Detected,6.35,ug/l,Actual,Detected,93,cfu/100 ml,Actual,Not Detected,0.5,mg/l,Actual,Detected,1.64,mg/l
21DELAWQ_WQX-101021,2018-10-03 08:58:00,Actual,Detected,19.14,Deg C.,Actual,Detected,7.86,ph,Actual,Detected,8.82,mg/l,Actual,Detected,0.16,ppt,Actual,Detected,0.07,mg/l,Actual,Detected,1.32,ug/l,Actual,Detected,4840,cfu/100 ml,Actual,Detected,7.1,mg/l,Actual,Detected,1.5,mg/l
21DELAWQ_WQX-101021,2018-01-22 09:07:00,Actual,Detected,5.58,Deg C.,Actual,Detected,8.57,ph,Actual,Detected,12.16,mg/l,Actual,Detected,0.35,ppt,Actual,Detected,0.02,mg/l,Actual,Detected,0.59,ug/l,Actual,Detected,59,cfu/100 ml,Actual,Not Detected,0.5,mg/l,Actual,Detected,2.06,mg/l
21DELAWQ_WQX-101021,2018-07-10 09:17:00,Actual,Detected,21.61,Deg C.,Actual,Detected,8,ph,Actual,Detected,8.37,mg/l,Actual,Detected,0.25,ppt,Actual,Detected,0.04,mg/l,Actual,Detected,0.93,ug/l,Actual,Detected,456,cfu/100 ml,Estimated,Detected,1.2,mg/l,Actual,Detected,1.73,mg/l
21DELAWQ_WQX-101021,2018-09-05 10:54:00,Actual,Detected,25.19,Deg C.,Actual,Detected,7.5,ph,Actual,Detected,8.06,mg/l,Actual,Detected,0.25,ppt,Actual,Detected,0.04,mg/l,Actual,Detected,1.76,ug/l,Actual,Detected,128,cfu/100 ml,Actual,Not Detected,0.5,mg/l,Actual,Detected,1.52,mg/l
21DELAWQ_WQX-101021,2018-11-14 09:31:00,Actual,Detected,8.2,Deg C.,Actual,Detected,7.84,ph,Actual,Detected,11.69,mg/l,Actual,Detected,0.16,ppt,Actual,Detected,0.04,mg/l,Actual,Detected,1.27,ug/l,Actual,Detected,283,cfu/100 ml,Actual,Detected,2.7,mg/l,Actual,Detected,1.4,mg/l
21DELAWQ_WQX-101021,2018-12-05 08:56:00,Actual,Detected,5,Deg C.,Actual,Detected,8.08,ph,Actual,Detected,12.56,mg/l,Actual,Detected,0.22,ppt,Actual,Detected,0.02,mg/l,Actual,Detected,0.76,ug/l,Actual,Detected,37,cfu/100 ml,Estimated,Detected,1.7,mg/l,Actual,Detected,1.84,mg/l
21DELAWQ_WQX-101021,2018-03-12 09:06:00,Actual,Detected,4.81,Deg C.,Actual,Detected,8.5,ph,Actual,Detected,12.8,mg/l,Actual,Detected,0.22,ppt,Actual,Detected,0.04,mg/l,Actual,Detected,12.2,ug/l,Actual,Detected,37,cfu/100 ml,Actual,Detected,21.9,mg/l,Actual,Detected,1.56,mg/l
21DELAWQ_WQX-101021,2019-09-04 08:36:00,Actual,Detected,21.54,Deg C.,Actual,Detected,8.27,ph,Actual,Detected,8.13,mg/l,Actual,Detected,0.21,ppt,Actual,Detected,0.04,mg/l,Actual,Detected,1.88,ug/l,Actual,Detected,821,cfu/100 ml,Estimated,Detected,2.1,mg/l,Actual,Detected,1.63,mg/l
21DELAWQ_WQX-101021,2019-04-02 09:06:00,Actual,Detected,6.59,Deg C.,Actual,Detected,7.14,ph,Actual,Detected,12.36,mg/l,Actual,Detected,0.24,ppt,Actual,Detected,0.01,mg/l,Actual,Detected,2.27,ug/l,Actual,Detected,15,cfu/100 ml,Actual,Not Detected,0.5,mg/l,Actual,Detected,1.92,mg/l
21DELAWQ_WQX-101021,2019-05-06 08:37:00,Actual,Detected,14.14,Deg C.,Actual,Detected,7.52,ph,Actual,Detected,9.83,mg/l,Actual,Detected,0.13,ppt,Actual,Detected,0.08,mg/l,Actual,Detected,4.66,ug/l,Actual,Present Above Quantification Limit,4840,cfu/100 ml,Actual,Detected,10.2,mg/l,Actual,Detected,1.34,mg/l
