station_id,timestamp,ph_result_type,ph_detection_condition,ph_value,ph_units,phosphate_phosphorus_result_type,phosphate_phosphorus_detection_condition,phosphate_phosphorus_value,phosphate_phosphorus_units,water_temp_result_type,water_temp_detection_condition,water_temp_value,water_temp_units,chlora_result_type,chlora_detection_condition,chlora_value,chlora_units,do_result_type,do_detection_condition,do_value,do_units,enterococcus_result_type,enterococcus_detection_condition,enterococcus_value,enterococcus_units,tss_result_type,tss_detection_condition,tss_value,tss_units,salinity_result_type,salinity_detection_condition,salinity_value,salinity_units,nutrient_nitrogen_result_type,nutrient_nitrogen_detection_condition,nutrient_nitrogen_value,nutrient_nitrogen_units
21DELAWQ_WQX-304681,2018-04-30 10:59:00,Actual,Detected,6.32,ph,Actual,Detected,0.06,mg/l,Actual,Detected,12.01,Deg C.,Actual,Detected,3.34,ug/l,Actual,Detected,9.38,mg/l,Actual,Detected,6,cfu/100 ml,Actual,Detected,4.3,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,3.41,mg/l
21DELAWQ_WQX-304681,2018-08-21 11:29:00,Actual,Detected,6.3,ph,Actual,Detected,0.05,mg/l,Actual,Detected,23.2,Deg C.,Actual,Detected,1.83,ug/l,Actual,Detected,6.62,mg/l,Actual,Detected,45,cfu/100 ml,Actual,Detected,3.8,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,3.6,mg/l
21DELAWQ_WQX-304681,2019-11-14 10:37:00,Actual,Detected,6.54,ph,Actual,Detected,0.04,mg/l,Actual,Detected,6.12,Deg C.,Actual,Detected,2.03,ug/l,Actual,Detected,11.5,mg/l,Actual,Detected,32,cfu/100 ml,Actual,Detected,4.6,mg/l,Actual,Detected,0.1,ppt,Actual,Detected,5.28,mg/l
21DELAWQ_WQX-304681,2019-06-25 10:52:00,Actual,Detected,6.26,ph,Actual,Detected,0.04,mg/l,Actual,Detected,22.7,Deg C.,Actual,Detected,2.07,ug/l,Actual,Detected,8.33,mg/l,Actual,Detected,80,cfu/100 ml,Estimated,Detected,2,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,3.59,mg/l
21DELAWQ_WQX-304681,2019-02-19 10:58:00,Actual,Detected,6.2,ph,Actual,Detected,0.06,mg/l,Actual,Detected,7.21,Deg C.,Actual,Detected,3.49,ug/l,Actual,Detected,10.43,mg/l,Actual,Detected,15,cfu/100 ml,Actual,Detected,9,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,4.01,mg/l
21DELAWQ_WQX-304681,2019-09-30 11:28:00,Actual,Detected,6.92,ph,Actual,Detected,0.05,mg/l,Actual,Detected,20.3,Deg C.,Actual,Detected,2.57,ug/l,Actual,Detected,7.15,mg/l,Actual,Detected,71,cfu/100 ml,Estimated,Detected,2.7,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,4.79,mg/l
21DELAWQ_WQX-304681,2019-08-20 11:17:00,Actual,Detected,6.79,ph,Actual,Detected,0.04,mg/l,Actual,Detected,24.91,Deg C.,Actual,Detected,3.51,ug/l,Actual,Detected,7.59,mg/l,Actual,Detected,42,cfu/100 ml,Estimated,Detected,2.4,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,4.06,mg/l
21DELAWQ_WQX-304681,2019-10-28 10:56:00,Actual,Detected,6.45,ph,Actual,Detected,0.05,mg/l,Actual,Detected,16.03,Deg C.,Actual,Detected,5.81,ug/l,Actual,Detected,8.45,mg/l,Actual,Detected,95,cfu/100 ml,Actual,Detected,5.4,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,4.67,mg/l
21DELAWQ_WQX-304681,2019-04-15 11:10:00,Actual,Detected,6.64,ph,Actual,Detected,0.45,mg/l,Actual,Detected,16.73,Deg C.,Actual,Detected,81.7,ug/l,Actual,Detected,7.13,mg/l,Actual,Present Above Quantification Limit,4840,cfu/100 ml,Actual,Detected,103,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,4.65,mg/l
21DELAWQ_WQX-304681,2019-12-17 11:20:00,Actual,Detected,6.34,ph,Actual,Detected,0.05,mg/l,Actual,Detected,8.8,Deg C.,Actual,Detected,5.14,ug/l,Actual,Detected,10.25,mg/l,Actual,Detected,4,cfu/100 ml,Actual,Detected,4,mg/l,Actual,Detected,0.1,ppt,Actual,Detected,4.96,mg/l
21DELAWQ_WQX-304681,2019-07-29 10:27:00,Actual,Detected,6.36,ph,Actual,Detected,0.03,mg/l,Actual,Detected,24.07,Deg C.,Actual,Detected,1.96,ug/l,Actual,Detected,6.74,mg/l,Actual,Detected,108,cfu/100 ml,Estimated,Detected,1,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,3.82,mg/l
21DELAWQ_WQX-304681,2020-07-28 09:55:00,Actual,Detected,6.75,ph,Actual,Detected,0.06,mg/l,Actual,Detected,20.58,Deg C.,Actual,Detected,5.49,ug/l,Actual,Detected,7.17,mg/l,Actual,Detected,255,cfu/100 ml,Estimated,Present Below Quantification Limit,4.8,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,3.45,mg/l
21DELAWQ_WQX-304681,2020-03-25 11:19:00,Actual,Detected,6.55,ph,Actual,Detected,0.07,mg/l,Actual,Detected,10.92,Deg C.,Actual,Detected,11.9,ug/l,Actual,Detected,9.74,mg/l,Actual,Detected,82,cfu/100 ml,Actual,Detected,7.3,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,3.73,mg/l
21DELAWQ_WQX-304681,2020-12-16 08:21:00,Actual,Detected,7.02,ph,Actual,Detected,0.09,mg/l,Actual,Detected,8.89,Deg C.,Actual,Detected,0.92,ug/l,Actual,Detected,9.45,mg/l,Actual,Detected,32,cfu/100 ml,Actual,Detected,8.7,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,4.11,mg/l
21DELAWQ_WQX-304681,2020-11-24 11:13:00,Actual,Detected,5.68,ph,Actual,Detected,0.09,mg/l,Actual,Detected,10.74,Deg C.,Actual,Detected,1.36,ug/l,Actual,Detected,8.69,mg/l,Actual,Detected,156,cfu/100 ml,Actual,Detected,9.4,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,4.17,mg/l
21DELAWQ_WQX-304681,2020-02-25 10:23:00,Actual,Detected,6.51,ph,Actual,Detected,0.05,mg/l,Actual,Detected,11.02,Deg C.,Actual,Detected,24.5,ug/l,Actual,Detected,9.99,mg/l,Actual,Detected,50,cfu/100 ml,Actual,Detected,5.3,mg/l,Actual,Detected,0.11,ppt,Actual,Detected,4.24,mg/l
21DELAWQ_WQX-304681,2020-01-21 10:19:00,Actual,Detected,7.41,ph,Actual,Detected,0.05,mg/l,Actual,Detected,3.75,Deg C.,Actual,Detected,5.3,ug/l,Actual,Detected,12.2,mg/l,Actual,Detected,4,cfu/100 ml,Actual,Detected,6.3,mg/l,Actual,Detected,0.14,ppt,Actual,Detected,4.84,mg/l
21DELAWQ_WQX-304681,2020-04-21 10:44:00,Actual,Detected,6.51,ph,Actual,Detected,0.48,mg/l,Actual,Detected,14.26,Deg C.,Actual,Detected,29.7,ug/l,Actual,Detected,8.39,mg/l,Actual,Detected,79,cfu/100 ml,Actual,Detected,129,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,4.49,mg/l
21DELAWQ_WQX-304681,2020-06-23 10:14:00,Actual,Detected,6.44,ph,Actual,Detected,0.09,mg/l,Actual,Detected,22.88,Deg C.,Actual,Detected,4.48,ug/l,Actual,Detected,7.87,mg/l,Actual,Detected,357,cfu/100 ml,Actual,Detected,12.3,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,3.83,mg/l
21DELAWQ_WQX-304681,2020-08-25 10:06:00,Actual,Detected,6.05,ph,Actual,Detected,0.08,mg/l,Actual,Detected,24.22,Deg C.,Actual,Detected,3.52,ug/l,Actual,Detected,6.67,mg/l,Actual,Detected,153,cfu/100 ml,Actual,Detected,4.1,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,3.29,mg/l
21DELAWQ_WQX-304681,2020-10-27 11:18:00,Actual,Detected,6.02,ph,Actual,Detected,0.08,mg/l,Actual,Detected,16.52,Deg C.,Actual,Detected,1.28,ug/l,Actual,Detected,8.36,mg/l,Actual,Detected,120,cfu/100 ml,Actual,Detected,5.8,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,3.9,mg/l
21DELAWQ_WQX-304681,2020-05-20 09:48:00,Actual,Detected,6.42,ph,Actual,Detected,0.07,mg/l,Actual,Detected,13.19,Deg C.,Actual,Detected,3.87,ug/l,Actual,Detected,9.59,mg/l,Actual,Detected,60,cfu/100 ml,Actual,Detected,6.2,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,3.95,mg/l
21DELAWQ_WQX-304681,2020-09-29 10:17:00,Actual,Detected,6.13,ph,Actual,Detected,0.06,mg/l,Actual,Detected,19.32,Deg C.,Actual,Detected,9.39,ug/l,Actual,Detected,7.91,mg/l,Actual,Detected,102,cfu/100 ml,Estimated,Present Below Quantification Limit,4,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,4.09,mg/l
21DELAWQ_WQX-304681,2021-03-30 09:55:00,Actual,Detected,6.57,ph,Actual,Detected,0.05,mg/l,Actual,Detected,12.22,Deg C.,Actual,Detected,3.55,ug/l,Actual,Detected,11.31,mg/l,Actual,Detected,6,cfu/100 ml,Actual,Detected,4.3,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,4.15,mg/l
21DELAWQ_WQX-304681,2021-01-21 08:27:00,Actual,Detected,6.3,ph,Actual,Detected,0.05,mg/l,Actual,Detected,10.06,Deg C.,Actual,Detected,0.88,ug/l,Actual,Detected,10.15,mg/l,Actual,Detected,8,cfu/100 ml,Actual,Detected,7.8,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,4.86,mg/l
21DELAWQ_WQX-304681,2021-02-23 09:52:00,Actual,Detected,6.24,ph,Actual,Detected,0.14,mg/l,Actual,Detected,5.51,Deg C.,Actual,Detected,2.54,ug/l,Actual,Detected,10.85,mg/l,Actual,Detected,279,cfu/100 ml,Actual,Detected,13.6,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,2.89,mg/l
21DELAWQ_WQX-304681,2021-06-22 09:46:00,Actual,Detected,6.08,ph,Actual,Detected,0.1,mg/l,Actual,Detected,20.69,Deg C.,Actual,Detected,5.89,ug/l,Actual,Detected,8.33,mg/l,Actual,Detected,2090,cfu/100 ml,Actual,Detected,13.3,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,4.07,mg/l
21DELAWQ_WQX-304681,2021-05-19 09:46:00,Actual,Detected,6.41,ph,Actual,Detected,0.06,mg/l,Actual,Detected,17.05,Deg C.,Actual,Detected,3.89,ug/l,Actual,Detected,9.61,mg/l,Actual,Detected,65,cfu/100 ml,Actual,Detected,5.1,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,4.45,mg/l
21DELAWQ_WQX-304681,2021-04-14 09:50:00,Actual,Detected,6.16,ph,Actual,Detected,0.05,mg/l,Actual,Detected,13.38,Deg C.,Actual,Detected,5.27,ug/l,Actual,Detected,11.18,mg/l,Actual,Not Detected,1,cfu/100 ml,Actual,Detected,4.1,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,4.45,mg/l
21DELAWQ_WQX-304681,2021-08-24 09:46:00,Actual,Detected,5.88,ph,Actual,Detected,0.15,mg/l,Actual,Detected,23.5,Deg C.,Actual,Detected,1.97,ug/l,Actual,Detected,7.18,mg/l,Actual,Detected,156,cfu/100 ml,Actual,Detected,4.1,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,3.38,mg/l
21DELAWQ_WQX-304681,2021-10-20 10:13:00,Actual,Detected,5.49,ph,Actual,Detected,0.02,mg/l,Actual,Detected,14.3,Deg C.,Actual,Detected,0.79,ug/l,Actual,Detected,9.56,mg/l,Actual,Detected,20,cfu/100 ml,Estimated,Present Below Quantification Limit,1.2,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,4.75,mg/l
21DELAWQ_WQX-304681,2021-12-08 10:07:00,Actual,Detected,6.25,ph,Actual,Detected,0.04,mg/l,Actual,Detected,7.16,Deg C.,Actual,Detected,2.11,ug/l,Actual,Detected,10.36,mg/l,Actual,Detected,8,cfu/100 ml,Estimated,Present Below Quantification Limit,1,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,5.09,mg/l
21DELAWQ_WQX-304681,2022-02-22 10:16:00,Actual,Detected,6.39,ph,Actual,Detected,0.03,mg/l,Actual,Detected,12.46,Deg C.,Actual,Detected,11.3,ug/l,Actual,Detected,10.55,mg/l,Actual,Detected,35,cfu/100 ml,Actual,Detected,2.5,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,4.07,mg/l
21DELAWQ_WQX-304681,2022-04-26 09:59:00,Actual,Detected,6.31,ph,Actual,Detected,0.04,mg/l,Actual,Detected,16.83,Deg C.,Actual,Detected,1.21,ug/l,Actual,Detected,8.88,mg/l,Actual,Detected,10,cfu/100 ml,Estimated,Present Below Quantification Limit,1.3,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,3.09,mg/l
21DELAWQ_WQX-304681,2008-07-09 11:43:00,Actual,Detected,6.28,ph,Actual,Detected,0.06,mg/l,Actual,Detected,22.27,Deg C.,Actual,Detected,2.56,ug/l,Actual,Detected,5.18,mg/l,Actual,Detected,140,cfu/100 ml,Actual,Detected,4,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,3.89,mg/l
21DELAWQ_WQX-304681,2008-11-19 11:33:00,Actual,Detected,6.5,ph,Actual,Detected,0.04,mg/l,Actual,Detected,5.94,Deg C.,Actual,Detected,1.14,ug/l,Actual,Detected,9.65,mg/l,Actual,Detected,53,cfu/100 ml,Actual,Detected,3,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,3.97,mg/l
21DELAWQ_WQX-304681,2008-09-16 10:33:00,Actual,Detected,6.84,ph,Actual,Detected,0.06,mg/l,Actual,Detected,20.57,Deg C.,Actual,Detected,17.8,ug/l,Actual,Detected,5.71,mg/l,Actual,Detected,160,cfu/100 ml,Actual,Detected,15,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,3.52,mg/l
21DELAWQ_WQX-304681,2009-05-20 12:48:00,Actual,Detected,6.33,ph,Actual,Detected,0.09,mg/l,Actual,Detected,16.2,Deg C.,Actual,Detected,2.35,ug/l,Actual,Detected,10.18,mg/l,Actual,Detected,3,cfu/100 ml,Actual,Detected,5,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,3.87,mg/l
21DELAWQ_WQX-304681,2009-09-29 11:13:00,Actual,Detected,6.02,ph,Actual,Detected,0.06,mg/l,Actual,Detected,16.6,Deg C.,Actual,Detected,2.75,ug/l,Actual,Detected,6.49,mg/l,Actual,Detected,123,cfu/100 ml,Actual,Detected,2,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,3.08,mg/l
21DELAWQ_WQX-304681,2009-02-04 11:09:00,Actual,Detected,6.9,ph,Actual,Detected,0.04,mg/l,Actual,Detected,5.59,Deg C.,Actual,Detected,10.3,ug/l,Actual,Detected,10.27,mg/l,Actual,Detected,27,cfu/100 ml,Actual,Detected,3,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,3.91,mg/l
21DELAWQ_WQX-304681,2009-07-22 11:13:00,Actual,Detected,6.45,ph,Actual,Detected,0.03,mg/l,Actual,Detected,21.24,Deg C.,Actual,Detected,2.1,ug/l,Actual,Detected,7.49,mg/l,Actual,Detected,43,cfu/100 ml,Actual,Detected,2,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,3.83,mg/l
21DELAWQ_WQX-304681,2009-12-15 11:21:00,Actual,Detected,6.47,ph,Actual,Detected,0.08,mg/l,Actual,Detected,10.49,Deg C.,Actual,Detected,0.61,ug/l,Actual,Detected,8,mg/l,Actual,Detected,250,cfu/100 ml,Actual,Detected,3,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,3.45,mg/l
21DELAWQ_WQX-304681,2009-10-28 12:34:00,Actual,Detected,6.94,ph,Actual,Detected,0.59,mg/l,Actual,Detected,15.85,Deg C.,Actual,Detected,6.55,ug/l,Actual,Detected,6.38,mg/l,Actual,Present Above Quantification Limit,4840,cfu/100 ml,Actual,Detected,68,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,1.91,mg/l
21DELAWQ_WQX-304681,2009-11-10 10:52:00,Actual,Detected,6.53,ph,Actual,Detected,0.03,mg/l,Actual,Detected,13.48,Deg C.,Actual,Detected,0.53,ug/l,Actual,Detected,8.29,mg/l,Actual,Detected,17,cfu/100 ml,Actual,Detected,2,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,4.11,mg/l
21DELAWQ_WQX-304681,2009-03-16 11:54:00,Actual,Detected,6.85,ph,Actual,Detected,0.03,mg/l,Actual,Detected,10.34,Deg C.,Actual,Detected,12.3,ug/l,Actual,Detected,10.56,mg/l,Actual,Detected,10,cfu/100 ml,Actual,Detected,2,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,3.88,mg/l
21DELAWQ_WQX-304681,2022-08-30 10:19:00,Actual,Detected,6.17,ph,Actual,Detected,0.04,mg/l,Actual,Detected,23.2,Deg C.,Actual,Detected,2.85,ug/l,Actual,Detected,6.75,mg/l,Actual,Detected,775,cfu/100 ml,Actual,Detected,3.5,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,3.71,mg/l
21DELAWQ_WQX-304681,2022-10-25 11:49:00,Actual,Detected,6.13,ph,Actual,Detected,0.02,mg/l,Actual,Detected,15.77,Deg C.,Actual,Detected,2.61,ug/l,Actual,Detected,7.82,mg/l,Actual,Detected,125,cfu/100 ml,Estimated,Present Below Quantification Limit,2.7,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,4.86,mg/l
21DELAWQ_WQX-304681,2022-12-13 10:28:00,Actual,Detected,6.23,ph,Actual,Detected,0.04,mg/l,Actual,Detected,7.17,Deg C.,Actual,Detected,2.14,ug/l,Actual,Detected,11.14,mg/l,Actual,Detected,135,cfu/100 ml,Actual,Detected,5.7,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,4.99,mg/l
21DELAWQ_WQX-304681,2023-10-31 11:09:00,Actual,Detected,5.21,ph,Actual,Detected,0.04,mg/l,Actual,Detected,14.5,Deg C.,Actual,Detected,4.62,ug/l,Actual,Detected,9.12,mg/l,Actual,Detected,13,cfu/100 ml,Estimated,Present Below Quantification Limit,2.1,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,4.21,mg/l
21DELAWQ_WQX-304681,2023-06-27 11:11:00,Actual,Detected,6.07,ph,Actual,Detected,0.07,mg/l,Actual,Detected,23.64,Deg C.,Actual,Detected,2.01,ug/l,Actual,Detected,9.2,mg/l,Actual,Detected,171,cfu/100 ml,Estimated,Present Below Quantification Limit,1.1,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,3.62,mg/l
21DELAWQ_WQX-304681,2023-08-29 11:05:00,Actual,Detected,5.69,ph,Actual,Detected,0.07,mg/l,Actual,Detected,21.18,Deg C.,Actual,Detected,143,ug/l,Actual,Detected,7.87,mg/l,Actual,Detected,203,cfu/100 ml,Estimated,Present Below Quantification Limit,8.1,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,3.95,mg/l
21DELAWQ_WQX-304681,2023-12-12 11:08:00,Actual,Detected,4.86,ph,Actual,Detected,0.2,mg/l,Actual,Detected,8.1,Deg C.,Actual,Detected,4.62,ug/l,Actual,Detected,9.69,mg/l,Actual,Detected,1370,cfu/100 ml,Actual,Detected,12.9,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,2.87,mg/l
21DELAWQ_WQX-304681,2024-02-27 11:23:00,Actual,Detected,5.08,ph,Actual,Detected,0.04,mg/l,Actual,Detected,14.44,Deg C.,Actual,Detected,3.66,ug/l,Actual,Detected,9.6,mg/l,Actual,Not Detected,1,cfu/100 ml,Actual,Detected,7.6,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,4.32,mg/l
21DELAWQ_WQX-304681,2022-06-28 10:17:00,Actual,Detected,6.5,ph,Actual,Detected,0.03,mg/l,Actual,Detected,21.32,Deg C.,Actual,Detected,1.78,ug/l,Actual,Detected,6.68,mg/l,Actual,Detected,775,cfu/100 ml,Estimated,Present Below Quantification Limit,1.9,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,3.51,mg/l
21DELAWQ_WQX-304681,2023-02-28 10:15:00,Actual,Detected,5.61,ph,Actual,Detected,0.04,mg/l,Actual,Detected,10.55,Deg C.,Actual,Detected,7.75,ug/l,Actual,Detected,10.06,mg/l,Actual,Detected,91,cfu/100 ml,Actual,Detected,8.9,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,4.18,mg/l
21DELAWQ_WQX-304681,2023-04-25 10:23:00,Actual,Detected,5.64,ph,Actual,Detected,0.09,mg/l,Actual,Detected,13.36,Deg C.,Actual,Detected,6.01,ug/l,Actual,Detected,9.89,mg/l,Actual,Detected,34,cfu/100 ml,Actual,Detected,6.4,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,3.81,mg/l
