OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-MD,USGS Maryland Water Science Center,USGS-384112075370701,"BUCKS BRANCH AT CONRAIL RD AT CANNON, DE",Stream,,02080109,6.84,sq mi,,,38.68666667000000,-75.6186111000000,24000,1,seconds,Interpolated from MAP.,NAD83,29.0,feet,.5,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384116075376001,73380,Well,,02080109,,,,,38.68780556000000,-75.6332500000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,34.8,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Beaverdam Sand,Unconfined single aquifer,19880322,60,ft,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384119075374401,184720,Well,,02080109,,,,,38.68861110000000,-75.6288888900000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,35.4,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Beaverdam Sand,Unconfined single aquifer,20020322,54,ft,54,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384119075391001,163232,Well,,02080109,,,,,38.68872220000000,-75.6526667000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,43.6,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Beaverdam Sand,Unconfined single aquifer,19990209,79,ft,80,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384129075380602,BB2-J-GW,Well,,02080109,,,,,38.69150297000000,-75.6346502000000,24000,1,seconds,Interpolated from MAP.,NAD83,35,feet,.5,feet,Interpolated from topographic map.,NGVD29,US,10,005,,,,,19950516,1.3,ft,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384130075125801,Oh42-07,Well,,02040303,,,,,38.69163889000000,-75.2161111000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,24,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,,13.2,ft,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384130075381301,BUCKS-IR-W-4DD,Well,,02080109,,,,,38.69177778000000,-75.6369722000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,35,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,20150429,70,ft,70,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384130075381401,BUCKS-IR-W-4-D,Well,,02080109,,,,,38.69177778000000,-75.6370833000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,31,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,20150430,38.3,ft,38.3,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384132075380301,"FREIDEL PRONG AT WESLEY CHURCH RD NEAR CANNON, DE",Stream,,02080109,1.84,sq mi,,,38.69222220000000,-75.6341667000000,24000,1,seconds,Interpolated from MAP.,NAD83,33.0,feet,.5,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384132075383901,"BUCKS BRANCH AT BUCKS BRANCH ROAD NEAR ATLANTA, DE",Stream,,02080109,2.68,sq mi,,,38.69222220000000,-75.6441667000000,24000,1,seconds,Interpolated from MAP.,NAD83,35.0,feet,.5,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384133075375001,BUCKS-IR-W-4S,Well,,02080109,,,,,38.69250000000000,-75.6305556000000,24000,1,seconds,Interpolated from MAP.,NAD83,38,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,,20140408,7,ft,8,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384133075375002,BUCKS-IR-W-4M,Well,,02080109,,,,,38.69250000000000,-75.6305556000000,24000,1,seconds,Interpolated from MAP.,NAD83,38,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,20140408,17,ft,20,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384134075381901,BUCKS-IR-W-3S,Well,,02080109,,,,,38.69291667000000,-75.6386388900000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,41,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,,20140408,9,ft,10,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384134075381905,BUCKS-IR-LY-3S,Well: Hyporheic-zone well,,02080109,,,,,38.69305556000000,-75.6386111000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,41,feet,1.6,feet,Global Positioning System.,NAVD88,US,10,005,,,,,20140619,1.0,ft,1.1,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384134075381906,BUCKS-IR-LY-3D,Well: Hyporheic-zone well,,02080109,,,,,38.69305556000000,-75.6386111000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,41,feet,1.6,feet,Global Positioning System.,NAVD88,US,10,005,,,,,20140619,3.0,ft,3.1,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384134075381907,BUCKS-IR-W-3D,Well,,02080109,,,,,38.69275000000000,-75.6386944000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,35,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,20150429,40,ft,40,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384134075381908,BUCKS-IR-W-3DD,Well,,02080109,,,,,38.69272220000000,-75.6386667000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,35,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,20150428,74,ft,74.5,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384134075382301,BUCKS-IR-W-7S,Well,,02080109,,,,,38.69288889000000,-75.6398333000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,34,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,20140410,9,ft,10,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384134075384301,BUCKS-DR-W-7S,Well,,02080109,,,,,38.69286110000000,-75.6454167000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,43,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,20140409,9,ft,12,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384134075384501,BUCKS-DR-W-3S,Well,,02080109,,,,,38.69288889000000,-75.6458056000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,43,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,20140409,9,ft,10,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384134075384505,BUCKS-DR-W-3D,Well,,02080109,,,,,38.69283330000000,-75.6457500000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,37,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,20150429,38,ft,38,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384135075381904,BUCKS-IR-W-3M,Well,,02080109,,,,,38.69291667000000,-75.6386667000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,41,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,20140410,19,ft,20,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384135075381905,IR-LY-3S-RYE,Well: Hyporheic-zone well,,02080109,,,,,38.69305556000000,-75.6386111000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,35,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,20160125,1,ft,1,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384135075381906,IR-LY-3M-RYE,Well: Hyporheic-zone well,,02080109,,,,,38.69305556000000,-75.6386111000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,35,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,20160125,2,ft,2,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384135075381907,IR-LY-3D-RYE,Well: Hyporheic-zone well,,02080109,,,,,38.69305556000000,-75.6386111000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,35,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,20160125,3,ft,3,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384135075384502,BUCKS-DR-W-3M,Well,,02080109,,,,,38.69297220000000,-75.6457500000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,43,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,20140409,19,ft,20,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384135075384503,BUCKS-DR-LY-3S,Well: Hyporheic-zone well,,02080109,,,,,38.69305556000000,-75.6458333000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,41,feet,1.6,feet,Survey-grade GPSF,NAVD88,US,10,005,,,,,20140619,1.0,ft,1.1,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384135075384504,BUCKS-DR-LY-3D,Well: Hyporheic-zone well,,02080109,,,,,38.69305556000000,-75.6458333000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,41,feet,1.6,feet,Global Positioning System.,NAVD88,US,10,005,,,,,20140619,3.0,ft,3.1,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384135075384505,BUCKS-DR-W-3DD,Well,,02080109,,,,,38.69294444000000,-75.6458056000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,38,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,20150428,74,ft,74,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384135075384601,BUCKS-DR-W-6S,Well,,02080109,,,,,38.69308330000000,-75.6461388900000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,43,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,20140409,14,ft,15,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384136075381701,BUCKS-IR-W-8S,Well,,02080109,,,,,38.69336110000000,-75.6380833000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,40,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,20140410,9,ft,10,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384137075382102,IR-LY-2M-RADISH,Well: Hyporheic-zone well,,02080109,,,,,38.69361110000000,-75.6391667000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,36,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,20160125,2,ft,2,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384137075382103,IR-LY-2D-RADISH,Well: Hyporheic-zone well,,02080109,,,,,38.69361110000000,-75.6391667000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,36,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,20160125,3,ft,3,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384137075384501,BUCKS-DR-W-2S,Well,,02080109,,,,,38.69372220000000,-75.6457500000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,43.00,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,,20140409,14,ft,15,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384137075384502,BUCKS-DR-W-2M,Well,,02080109,,,,,38.69372220000000,-75.6457777800000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,43.,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,20140409,24.00,ft,25.00,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384137075384503,BUCKS-DR-LY-2S,Well: Hyporheic-zone well,,02080109,,,,,38.69372220000000,-75.6457500000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,41,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,20140619,1,ft,1.1,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384137075384504,BUCKS-DR-LY-2D,Well: Hyporheic-zone well,,02080109,,,,,38.69372220000000,-75.6457500000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,41,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,20140619,3.0,ft,3.1,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384137075384604,BUCKS-DR-W-4S,Well,,02080109,,,,,38.69369444000000,-75.6460000000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,43,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,20140409,14,ft,15,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384138075230201,Of42-01,Well,,02040207,,,,,38.69400224000000,-75.3835283000000,,1,seconds,Interpolated from MAP.,NAD83,55,feet,10,feet,Interpolated from topographic map.,NGVD29,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384138075382102,BUCKS-IR-W-2S,Well,,02080109,,,,,38.69400000000000,-75.6391944000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,41,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,,20140408,11,ft,12,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384138075382103,BUCKS-IR-W-2M,Well,,02080109,,,,,38.69400000000000,-75.6391667000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,41,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,20140408,21,ft,22,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384138075382104,BUCKS-IR-LY-2S,Well: Hyporheic-zone well,,02080109,,,,,38.69388889000000,-75.6391667000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,41,feet,1.6,feet,Global Positioning System.,NAVD88,US,10,005,,,,,20140619,1.0,ft,1.1,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384138075382105,BUCKS-IR-LY-2D,Well: Hyporheic-zone well,,02080109,,,,,38.69388889000000,-75.6391667000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,41,feet,1.6,feet,Global Positioning System.,NAVD88,US,10,005,,,,,20140619,3.0,ft,3.1,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384138075382106,IR-LY-2S-RYE,Well: Hyporheic-zone well,,02080109,,,,,38.69388889000000,-75.6391667000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,37,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,20160125,1,ft,1,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384138075382107,IR-LY-2M-RYE,Well: Hyporheic-zone well,,02080109,,,,,38.69388889000000,-75.6391667000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,37,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,20160125,2,ft,2,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384138075382108,IR-LY-2D-RYE,Well: Hyporheic-zone well,,02080109,,,,,38.69388889000000,-75.6391667000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,37,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,20160125,3,ft,3,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384138075384401,BUCKS-DR-W-5S,Well,,02080109,,,,,38.69377778000000,-75.6455000000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,43,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,20140409,14,ft,15,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384139075230101,Georgetown 1,Well,,02040207,,,,,38.69416667000000,-75.3836111000000,24000,Unknown,Unknown,Differentially corrected Global Positioning System.,NAD83,49.33,feet,1,feet,Interpolated from topographic map.,NGVD29,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,19480101,120,ft,120,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384139075382301,BUCKS-IR-W-6S,Well,,02080109,,,,,38.69436405000000,-75.6392615000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,39,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,20140408,11,ft,12,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384139075392001,"TILE DR, NW OF BUCKS BR NR ATLANTA, DE",Subsurface: Groundwater drain,,02080109,,,,,38.69427778000000,-75.6555833000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,33,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384140075384701,71479,Well,,02080109,,,,,38.69458330000000,-75.6463611000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,42.0,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Beaverdam Sand,Unconfined single aquifer,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384141075384501,BUCKS-DR-W-1M,Well,,02080109,,,,,38.69466667000000,-75.6459722000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,42,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,20140408,24.00,ft,25.00,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384141075384504,BUCKS-DR-LY-1D,Well: Hyporheic-zone well,,02080109,,,,,38.69472220000000,-75.6458333000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,41,feet,1.6,feet,Global Positioning System.,NAVD88,US,10,005,,,,,20140619,3.0,ft,3.1,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384141075384505,BUCKS-DR-W-1D,Well,,02080109,,,,,38.69472220000000,-75.6459444000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,42,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,20150430,39,ft,39,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384141075384506,BUCKS-DR-W-1DD,Well,,02080109,,,,,38.69472220000000,-75.6459444000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,42,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,20150429,69.5,ft,70,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384143075382504,BUCKS-IR-W-1S,Well,,02080109,,,,,38.69530556000000,-75.6401667000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,41,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,20140408,14,ft,15,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384143075382505,BUCKS-IR-W-1M,Well,,02080109,,,,,38.69530556000000,-75.6401667000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,41,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,,20140408,24,ft,25,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384143075382506,BUCKS-IR-LY-1S,Well: Hyporheic-zone well,,02080109,,,,,38.69527778000000,-75.6402777800000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,41,feet,1.6,feet,Global Positioning System.,NAVD88,US,10,005,,,,,20140619,1.0,ft,1.1,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384143075382507,BUCKS-IR-LY-1D,Well: Hyporheic-zone well,,02080109,,,,,38.69527778000000,-75.6402777800000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,41,feet,1.6,feet,Global Positioning System.,NAVD88,US,10,005,,,,,20140619,3.0,ft,3.1,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384144075382501,DE 219044,Well,,02080109,,,,,38.69555556000000,-75.6402777800000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,41,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,20070420,89,ft,96,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384144075382502,BUCKS-IR-W-1D,Well,,02080109,,,,,38.69547220000000,-75.6401944000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,41,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,20150430,40,ft,40,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384145075243201,Of41-01,Well,,02080109,,,,,38.69594680000000,-75.4085295800000,24000,1,seconds,Interpolated from MAP.,NAD83,48,feet,10,feet,Interpolated from topographic map.,NGVD29,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,19820406,117,ft,117.00,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384145075384301,37912,Well,,02080109,,,,,38.69583330000000,-75.6453888900000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,43.2,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Beaverdam Sand,Unconfined single aquifer,19770322,87,ft,87,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384150075265301,Oe44-01,Well,,02080109,,,,,38.69733595000000,-75.4476981900000,24000,5,seconds,Interpolated from MAP.,NAD83,39,feet,10,feet,Interpolated from topographic map.,NGVD29,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,19880328,18.5,ft,90,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384150075265302,Oe44-02,Well,,02080109,,,,,38.69733595000000,-75.4476981900000,24000,5,seconds,Interpolated from MAP.,NAD83,39,feet,10,feet,Interpolated from topographic map.,NGVD29,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,,90,ft,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384152075290401,18D-R,Well,,02080109,,,,,38.69777778000000,-75.4844444000000,24000,1,seconds,Differentially corrected Global Positioning System.,NAD83,34,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,20080528,90,ft,100,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384159075310801,Od44-02,Well,,02080109,,,,,38.69983330000000,-75.5188333000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,31,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,,14.6,ft,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384201075185401,Og32-07,Well,,02040303,,,,,38.70022220000000,-75.3150277800000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,42,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,,13.2,ft,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384203075395601,"BUCKS B AT ATLANTA, DE",Stream,,02080109,1.58,sq mi,,,38.70094730000000,-75.6652069000000,24000,1,seconds,Interpolated from MAP.,NAD83,45,feet,.5,feet,Interpolated from topographic map.,NGVD29,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384203075395602,BB6-L-GW,Well,,02080109,,,,,38.70094730000000,-75.6652069000000,24000,1,seconds,Interpolated from MAP.,NAD83,45,feet,.5,feet,Interpolated from topographic map.,NGVD29,US,10,005,,,,,19950516,2.3,ft,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384211075050601,Oi35-27,Well,,02040303,,,,,38.70316765000000,-75.0846253000000,24000,1,seconds,Interpolated from MAP.,NAD83,18,feet,10,feet,Interpolated from topographic map.,NGVD29,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Manokin Aquifer,Confined single aquifer,19760923,,,340.00,ft,NWIS
