station_id,timestamp,phosphate_phosphorus_result_type,phosphate_phosphorus_detection_condition,phosphate_phosphorus_value,phosphate_phosphorus_units,tss_result_type,tss_detection_condition,tss_value,tss_units,salinity_result_type,salinity_detection_condition,salinity_value,salinity_units,enterococcus_result_type,enterococcus_detection_condition,enterococcus_value,enterococcus_units,do_result_type,do_detection_condition,do_value,do_units,ph_result_type,ph_detection_condition,ph_value,ph_units,chlora_result_type,chlora_detection_condition,chlora_value,chlora_units,water_temp_result_type,water_temp_detection_condition,water_temp_value,water_temp_units,nutrient_nitrogen_result_type,nutrient_nitrogen_detection_condition,nutrient_nitrogen_value,nutrient_nitrogen_units
21DELAWQ_WQX-308341,2018-07-30 11:45:00,Actual,Detected,0.03,mg/l,Actual,Detected,6.4,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,3110,cfu/100 ml,Actual,Detected,7.8,mg/l,Actual,Detected,6.47,ph,Actual,Detected,0.74,ug/l,Actual,Detected,19.22,Deg C.,Actual,Detected,2.65,mg/l
21DELAWQ_WQX-308341,2018-09-24 11:05:00,Actual,Detected,0.02,mg/l,Estimated,Detected,2.2,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,223,cfu/100 ml,Actual,Detected,8.07,mg/l,Actual,Detected,6.33,ph,Actual,Detected,0.46,ug/l,Actual,Detected,17.71,Deg C.,Actual,Detected,2.01,mg/l
21DELAWQ_WQX-308341,2018-04-16 10:42:00,Actual,Detected,0.04,mg/l,Actual,Detected,13.6,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,3970,cfu/100 ml,Actual,Detected,8.82,mg/l,Actual,Detected,6.04,ph,Actual,Detected,5.04,ug/l,Actual,Detected,16.16,Deg C.,Actual,Detected,1.72,mg/l
21DELAWQ_WQX-308341,2018-02-19 11:40:00,Actual,Detected,0.01,mg/l,Estimated,Detected,1.8,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,80,cfu/100 ml,Actual,Detected,10.54,mg/l,Actual,Detected,6.4,ph,Actual,Detected,0.86,ug/l,Actual,Detected,10.29,Deg C.,Actual,Detected,2.13,mg/l
21DELAWQ_WQX-308341,2019-03-18 10:34:00,Actual,Detected,0.02,mg/l,Estimated,Detected,1.9,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,4,cfu/100 ml,Actual,Detected,10.76,mg/l,Actual,Detected,6.22,ph,Actual,Detected,1.32,ug/l,Actual,Detected,8.85,Deg C.,Actual,Detected,3.05,mg/l
21DELAWQ_WQX-308341,2019-11-18 11:13:00,Actual,Detected,0.02,mg/l,Actual,Detected,9.6,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,651,cfu/100 ml,Actual,Detected,9.04,mg/l,Actual,Detected,6.95,ph,Actual,Detected,0.61,ug/l,Actual,Detected,9.53,Deg C.,Actual,Detected,3.38,mg/l
21DELAWQ_WQX-308341,2019-07-22 10:48:00,Actual,Detected,0.03,mg/l,Actual,Detected,2.7,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,1730,cfu/100 ml,Actual,Detected,8.09,mg/l,Actual,Detected,6.28,ph,Actual,Detected,0.47,ug/l,Actual,Detected,25.33,Deg C.,Actual,Detected,3.34,mg/l
21DELAWQ_WQX-308341,2019-09-23 10:56:00,Actual,Detected,0.03,mg/l,Actual,Detected,3.6,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,1450,cfu/100 ml,Actual,Detected,7.57,mg/l,Actual,Detected,6.45,ph,Actual,Detected,0.5,ug/l,Actual,Detected,21.04,Deg C.,Actual,Detected,3.68,mg/l
21DELAWQ_WQX-308341,2019-01-22 10:36:00,Actual,Detected,0.02,mg/l,Estimated,Detected,1.5,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,110,cfu/100 ml,Actual,Detected,12.26,mg/l,Actual,Detected,6.03,ph,Actual,Detected,0.68,ug/l,Actual,Detected,2.35,Deg C.,Actual,Detected,3.05,mg/l
21DELAWQ_WQX-308341,2019-05-28 10:24:00,Actual,Detected,0.09,mg/l,Actual,Detected,47.9,mg/l,Actual,Not Detected,0.05,ppt,Actual,Present Above Quantification Limit,4840,cfu/100 ml,Actual,Detected,8.36,mg/l,Actual,Detected,5.79,ph,Actual,Detected,5.87,ug/l,Actual,Detected,19.07,Deg C.,Actual,Detected,3.25,mg/l
21DELAWQ_WQX-308341,2020-11-17 10:24:00,Actual,Detected,0.03,mg/l,Estimated,Present Below Quantification Limit,2.2,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,69,cfu/100 ml,Actual,Detected,9.48,mg/l,Actual,Detected,5.85,ph,Actual,Detected,0.94,ug/l,Actual,Detected,11.11,Deg C.,Actual,Detected,1.49,mg/l
21DELAWQ_WQX-308341,2020-03-18 10:35:00,Actual,Detected,0.02,mg/l,Actual,Not Detected,0.5,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,15,cfu/100 ml,Actual,Detected,9.89,mg/l,Actual,Detected,6.23,ph,Actual,Detected,1.38,ug/l,Actual,Detected,11.75,Deg C.,Actual,Detected,3.06,mg/l
21DELAWQ_WQX-308341,2020-10-20 10:43:00,Actual,Detected,0.02,mg/l,Actual,Not Detected,0.5,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,821,cfu/100 ml,Actual,Detected,8.51,mg/l,Actual,Detected,6.56,ph,Actual,Detected,1.16,ug/l,Actual,Detected,17.34,Deg C.,Actual,Detected,2.51,mg/l
21DELAWQ_WQX-308341,2020-01-14 10:22:00,Actual,Detected,0.02,mg/l,Actual,Not Detected,0.5,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,98,cfu/100 ml,Actual,Detected,9.38,mg/l,Actual,Detected,6.37,ph,Actual,Detected,1.08,ug/l,Actual,Detected,10.91,Deg C.,Actual,Detected,2.93,mg/l
21DELAWQ_WQX-308341,2020-08-18 11:16:00,Actual,Detected,0.03,mg/l,Estimated,Present Below Quantification Limit,2.2,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,977,cfu/100 ml,Actual,Detected,8.31,mg/l,Actual,Detected,6.5,ph,Actual,Detected,2.79,ug/l,Actual,Detected,22.52,Deg C.,Actual,Detected,2.87,mg/l
21DELAWQ_WQX-308341,2020-09-22 11:02:00,Actual,Detected,0.02,mg/l,Actual,Detected,3.9,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,356,cfu/100 ml,Actual,Detected,9.19,mg/l,Actual,Detected,6.44,ph,Actual,Detected,3.14,ug/l,Actual,Detected,15.37,Deg C.,Actual,Detected,3,mg/l
21DELAWQ_WQX-308341,2020-07-21 11:06:00,Actual,Detected,0.03,mg/l,Actual,Detected,2.6,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,2830,cfu/100 ml,Actual,Detected,8.24,mg/l,Actual,Detected,6.33,ph,Actual,Detected,0.61,ug/l,Actual,Detected,23.14,Deg C.,Actual,Detected,3,mg/l
21DELAWQ_WQX-308341,2020-12-08 10:48:00,Actual,Detected,0.02,mg/l,Actual,Not Detected,0.5,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,79,cfu/100 ml,Actual,Detected,10.33,mg/l,Actual,Detected,5.74,ph,Actual,Detected,1.09,ug/l,Actual,Detected,7.29,Deg C.,Actual,Detected,1.81,mg/l
21DELAWQ_WQX-308341,2021-02-09 10:53:00,Actual,Detected,0.02,mg/l,Actual,Detected,5.1,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,160,cfu/100 ml,Actual,Detected,11.24,mg/l,Actual,Detected,5.86,ph,Actual,Detected,2.18,ug/l,Actual,Detected,6.61,Deg C.,Actual,Detected,2.29,mg/l
21DELAWQ_WQX-308341,2021-03-23 10:48:00,Actual,Detected,0.01,mg/l,Estimated,Present Below Quantification Limit,1.9,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,40,cfu/100 ml,Actual,Detected,10.22,mg/l,Actual,Detected,5.95,ph,Actual,Detected,4.07,ug/l,Actual,Detected,11.76,Deg C.,Actual,Detected,2.77,mg/l
21DELAWQ_WQX-308341,2021-01-26 10:45:00,Actual,Detected,0.01,mg/l,Estimated,Present Below Quantification Limit,1.2,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,27,cfu/100 ml,Actual,Detected,10.57,mg/l,Actual,Detected,5.82,ph,Actual,Detected,1.94,ug/l,Actual,Detected,7.52,Deg C.,Actual,Detected,2.4,mg/l
21DELAWQ_WQX-308341,2021-04-27 10:35:00,Actual,Detected,0.02,mg/l,Actual,Detected,4,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,37,cfu/100 ml,Actual,Detected,9.66,mg/l,Actual,Detected,6.06,ph,Actual,Detected,2.06,ug/l,Actual,Detected,14.6,Deg C.,Actual,Detected,2.74,mg/l
21DELAWQ_WQX-308341,2021-05-11 11:17:00,Actual,Detected,0.02,mg/l,Estimated,Present Below Quantification Limit,1.1,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,40,cfu/100 ml,Actual,Detected,9.22,mg/l,Actual,Detected,6.21,ph,Actual,Detected,0.84,ug/l,Actual,Detected,14.43,Deg C.,Actual,Detected,2.63,mg/l
21DELAWQ_WQX-308341,2021-06-08 11:01:00,Actual,Detected,0.03,mg/l,Estimated,Present Below Quantification Limit,2.3,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,1540,cfu/100 ml,Actual,Detected,7.94,mg/l,Actual,Detected,6.69,ph,Actual,Detected,0.62,ug/l,Actual,Detected,22.69,Deg C.,Actual,Detected,2.86,mg/l
21DELAWQ_WQX-308341,2021-08-17 10:33:00,Actual,Detected,0.01,mg/l,Actual,Detected,4.6,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,1960,cfu/100 ml,Actual,Detected,8.19,mg/l,Actual,Detected,6.32,ph,Actual,Detected,2.12,ug/l,Actual,Detected,22.37,Deg C.,Actual,Detected,3.49,mg/l
21DELAWQ_WQX-308341,2021-09-28 10:15:00,Actual,Detected,0.02,mg/l,Actual,Detected,2.7,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,1540,cfu/100 ml,Actual,Detected,8.45,mg/l,Actual,Detected,6.47,ph,Actual,Detected,1.07,ug/l,Actual,Detected,18.93,Deg C.,Actual,Detected,3.41,mg/l
21DELAWQ_WQX-308341,2021-11-29 10:41:00,Actual,Detected,0.02,mg/l,Actual,Not Detected,0.5,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,138,cfu/100 ml,Actual,Detected,9.46,mg/l,Actual,Detected,5.86,ph,Actual,Detected,0.37,ug/l,Actual,Detected,9.2,Deg C.,Actual,Detected,3.59,mg/l
21DELAWQ_WQX-308341,2021-12-13 10:51:00,Actual,Detected,0.02,mg/l,Estimated,Present Below Quantification Limit,1.4,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,306,cfu/100 ml,Actual,Detected,10.24,mg/l,Actual,Detected,5.6,ph,Actual,Detected,1.5,ug/l,Actual,Detected,8.84,Deg C.,Actual,Detected,3.62,mg/l
21DELAWQ_WQX-308341,2021-10-26 11:30:00,Actual,Detected,0.02,mg/l,Estimated,Present Below Quantification Limit,1.1,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,3470,cfu/100 ml,Actual,Detected,7.71,mg/l,Actual,Detected,5.92,ph,Actual,Detected,0.71,ug/l,Actual,Detected,17.35,Deg C.,Actual,Detected,2.53,mg/l
21DELAWQ_WQX-308341,2022-01-19 10:16:00,Actual,Detected,0.01,mg/l,Actual,Not Detected,0.5,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,249,cfu/100 ml,Actual,Detected,11.04,mg/l,Actual,Detected,5.67,ph,Actual,Detected,0.72,ug/l,Actual,Detected,6.99,Deg C.,Actual,Detected,3.11,mg/l
21DELAWQ_WQX-308341,2022-02-15 10:47:00,Actual,Detected,0.01,mg/l,Estimated,Present Below Quantification Limit,1.6,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,109,cfu/100 ml,Actual,Detected,11.57,mg/l,Actual,Detected,5.89,ph,Actual,Detected,0.9,ug/l,Actual,Detected,6.04,Deg C.,Actual,Detected,2.94,mg/l
21DELAWQ_WQX-308341,2022-05-24 10:05:00,Estimated,Present Below Quantification Limit,0.01,mg/l,Estimated,Present Below Quantification Limit,1.1,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,551,cfu/100 ml,Actual,Detected,8.91,mg/l,Actual,Detected,6.49,ph,Actual,Detected,1.83,ug/l,Actual,Detected,15.78,Deg C.,Actual,Detected,2.7,mg/l
21DELAWQ_WQX-308341,2022-04-19 10:32:00,Actual,Detected,0.01,mg/l,Estimated,Present Below Quantification Limit,1.7,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,651,cfu/100 ml,Actual,Detected,10.06,mg/l,Actual,Detected,6.38,ph,Actual,Detected,3.58,ug/l,Actual,Detected,11.78,Deg C.,Actual,Detected,2.36,mg/l
21DELAWQ_WQX-308341,2000-09-26 10:32:00,Actual,Detected,0.09,mg/l,Actual,Detected,17,mg/l,NA,NA,NA,NA,Actual,Detected,1267,cfu/100 ml,Actual,Detected,7.17,mg/l,Actual,Detected,7.6,ph,Actual,Detected,2.67,ug/l,Actual,Detected,15.9,Deg C.,NA,NA,NA,NA
21DELAWQ_WQX-308341,2000-06-13 10:03:00,Actual,Detected,0.02,mg/l,Actual,Detected,3,mg/l,Actual,Detected,0.1,ppt,Actual,Detected,430,cfu/100 ml,Actual,Detected,7.76,mg/l,Actual,Detected,6.9,ph,Actual,Not Detected,0.5,ug/l,Actual,Detected,16,Deg C.,NA,NA,NA,NA
21DELAWQ_WQX-308341,2000-07-18 12:19:00,Actual,Detected,0.03,mg/l,Actual,Detected,11,mg/l,NA,NA,NA,NA,Actual,Detected,220,cfu/100 ml,Actual,Detected,9.3,mg/l,Actual,Detected,7.1,ph,Actual,Detected,5,ug/l,Actual,Detected,18.3,Deg C.,NA,NA,NA,NA
21DELAWQ_WQX-308341,2000-03-07 10:32:00,Actual,Detected,0.01,mg/l,Actual,Detected,1,mg/l,NA,NA,NA,NA,Actual,Detected,48,cfu/100 ml,Actual,Detected,10.65,mg/l,Actual,Detected,7,ph,Actual,Detected,3,ug/l,Actual,Detected,10,Deg C.,NA,NA,NA,NA
21DELAWQ_WQX-308341,2001-09-25 10:29:00,Actual,Detected,0.02,mg/l,Actual,Detected,3,mg/l,NA,NA,NA,NA,Actual,Present Above Quantification Limit,4840,cfu/100 ml,Actual,Detected,5.7,mg/l,Actual,Detected,4.9,ph,Actual,Detected,3,ug/l,Actual,Detected,16.6,Deg C.,NA,NA,NA,NA
21DELAWQ_WQX-308341,2001-05-15 10:13:00,NA,NA,NA,NA,Actual,Detected,9,mg/l,NA,NA,NA,NA,Actual,Detected,80,cfu/100 ml,Actual,Detected,7.93,mg/l,Actual,Detected,7.2,ph,Actual,Detected,3,ug/l,Actual,Detected,13,Deg C.,NA,NA,NA,NA
21DELAWQ_WQX-308341,2001-11-14 09:47:00,Actual,Detected,0.02,mg/l,Actual,Not Detected,0.5,mg/l,Actual,Detected,0.1,ppt,Actual,Detected,17,cfu/100 ml,Actual,Detected,8.99,mg/l,Actual,Detected,7,ph,Actual,Detected,1,ug/l,Actual,Detected,8.3,Deg C.,NA,NA,NA,NA
21DELAWQ_WQX-308341,2001-07-24 10:23:00,Actual,Detected,0.08,mg/l,Actual,Detected,5,mg/l,NA,NA,NA,NA,Actual,Detected,667,cfu/100 ml,Actual,Detected,7.34,mg/l,Actual,Detected,7.6,ph,Actual,Detected,5,ug/l,NA,NA,NA,NA,NA,NA,NA,NA
21DELAWQ_WQX-308341,2001-04-17 10:35:00,Actual,Detected,0.04,mg/l,Actual,Not Detected,0.5,mg/l,NA,NA,NA,NA,Actual,Detected,10,cfu/100 ml,Actual,Detected,9.15,mg/l,Actual,Detected,6.4,ph,Actual,Detected,5,ug/l,Actual,Detected,10.6,Deg C.,NA,NA,NA,NA
21DELAWQ_WQX-308341,2002-09-16 10:59:00,Actual,Detected,0.18,mg/l,Actual,Detected,137,mg/l,Actual,Not Detected,0.05,ppt,Actual,Present Above Quantification Limit,4840,cfu/100 ml,Actual,Detected,7.81,mg/l,Actual,Detected,6.72,ph,Estimated,Detected,8,ug/l,Actual,Detected,19.32,Deg C.,NA,NA,NA,NA
21DELAWQ_WQX-308341,2002-07-29 11:31:00,Actual,Detected,0.05,mg/l,Actual,Detected,53,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,480,cfu/100 ml,Actual,Detected,7.6,mg/l,Actual,Detected,6.73,ph,Estimated,Detected,4,ug/l,Actual,Detected,21.38,Deg C.,NA,NA,NA,NA
21DELAWQ_WQX-308341,2002-05-14 10:42:00,Actual,Detected,0.01,mg/l,Actual,Detected,2,mg/l,Actual,Detected,0.03,ppt,Actual,Detected,230,cfu/100 ml,Actual,Detected,8.04,mg/l,Actual,Detected,6.51,ph,Actual,Not Detected,0.5,ug/l,Actual,Detected,13.65,Deg C.,NA,NA,NA,NA
21DELAWQ_WQX-308341,2003-07-21 10:49:00,Estimated,Detected,0.02,mg/l,Estimated,Detected,4,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,137,cfu/100 ml,Actual,Detected,7.2,mg/l,Actual,Detected,6.21,ph,Actual,Not Detected,0.3,ug/l,Actual,Detected,18.53,Deg C.,NA,NA,NA,NA
21DELAWQ_WQX-308341,2003-03-17 10:22:00,Actual,Detected,0.17,mg/l,Estimated,Detected,2,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,77,cfu/100 ml,Actual,Detected,8.31,mg/l,Actual,Detected,5.87,ph,Estimated,Detected,0.9,ug/l,Actual,Detected,11.58,Deg C.,NA,NA,NA,NA
21DELAWQ_WQX-308341,2003-10-06 10:13:00,Actual,Detected,0.04,mg/l,Estimated,Detected,2,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,57,cfu/100 ml,Actual,Detected,8.24,mg/l,Actual,Detected,5.85,ph,Actual,Not Detected,0.3,ug/l,Actual,Detected,12.12,Deg C.,NA,NA,NA,NA
21DELAWQ_WQX-308341,2003-05-19 11:40:00,Estimated,Detected,0.03,mg/l,Estimated,Detected,3,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,20,cfu/100 ml,Actual,Detected,9.82,mg/l,Actual,Detected,5.91,ph,Estimated,Detected,0.7,ug/l,Actual,Detected,12.09,Deg C.,NA,NA,NA,NA
21DELAWQ_WQX-308341,2005-03-07 10:25:00,Estimated,Detected,0.03,mg/l,Estimated,Detected,4,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,47,cfu/100 ml,Actual,Detected,10,mg/l,Actual,Detected,6.6,ph,Actual,Detected,0.93,ug/l,Actual,Detected,8.94,Deg C.,NA,NA,NA,NA
21DELAWQ_WQX-308341,2004-03-22 11:07:00,Actual,Not Detected,0,mg/l,Estimated,Detected,4,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,7,cfu/100 ml,Actual,Detected,10.29,mg/l,Actual,Detected,6.35,ph,Estimated,Detected,0.6,ug/l,Actual,Detected,8.05,Deg C.,NA,NA,NA,NA
21DELAWQ_WQX-308341,2004-09-27 12:07:00,Estimated,Detected,0.01,mg/l,Actual,Not Detected,1,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,73,cfu/100 ml,Actual,Detected,8.5,mg/l,Actual,Detected,7.18,ph,Actual,Not Detected,0.2,ug/l,Actual,Detected,16.02,Deg C.,NA,NA,NA,NA
21DELAWQ_WQX-308341,2004-07-19 10:49:00,Actual,Not Detected,0,mg/l,Estimated,Detected,2,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,260,cfu/100 ml,Actual,Detected,8.39,mg/l,Actual,Detected,7.39,ph,Actual,Not Detected,0.2,ug/l,Actual,Detected,16.9,Deg C.,NA,NA,NA,NA
21DELAWQ_WQX-308341,2004-05-17 11:19:00,Actual,Detected,0.11,mg/l,Actual,Detected,7,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,83,cfu/100 ml,Actual,Detected,8.1,mg/l,Actual,Detected,6.34,ph,Estimated,Detected,0.7,ug/l,Actual,Detected,16.61,Deg C.,NA,NA,NA,NA
21DELAWQ_WQX-308341,2005-07-25 11:17:00,Actual,Detected,0.03,mg/l,Actual,Detected,19,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,1130,cfu/100 ml,Actual,Detected,7.42,mg/l,Actual,Detected,6.44,ph,Actual,Detected,1.55,ug/l,Actual,Detected,18.67,Deg C.,Actual,Detected,2.69,mg/l
21DELAWQ_WQX-308341,2005-05-16 10:52:00,Estimated,Detected,0.02,mg/l,Actual,Detected,6,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,60,cfu/100 ml,Actual,Detected,8,mg/l,Actual,Detected,7.33,ph,Actual,Detected,4.39,ug/l,Actual,Detected,15.52,Deg C.,NA,NA,NA,NA
21DELAWQ_WQX-308341,2005-10-31 11:45:00,NA,NA,NA,NA,NA,NA,NA,NA,Actual,Not Detected,0.05,ppt,NA,NA,NA,NA,Actual,Detected,8.68,mg/l,Actual,Detected,6.26,ph,NA,NA,NA,NA,Actual,Detected,12.14,Deg C.,NA,NA,NA,NA
21DELAWQ_WQX-308341,2006-11-27 10:26:00,Actual,Not Detected,0,mg/l,Actual,Not Detected,1,mg/l,Actual,Detected,0.18,ppt,Actual,Detected,83,cfu/100 ml,Actual,Detected,8.8,mg/l,Actual,Detected,6.37,ph,Actual,Detected,0.33,ug/l,Actual,Detected,10.3,Deg C.,Actual,Detected,1.57,mg/l
21DELAWQ_WQX-308341,2006-12-18 10:23:00,Actual,Detected,0.1,mg/l,Actual,Not Detected,1,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,147,cfu/100 ml,Actual,Detected,9.4,mg/l,Actual,Detected,5.93,ph,Actual,Detected,0.34,ug/l,Actual,Detected,11.43,Deg C.,Actual,Detected,1.81,mg/l
21DELAWQ_WQX-308341,2006-01-09 10:21:00,Actual,Detected,0.01,mg/l,Estimated,Detected,3,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,187,cfu/100 ml,Actual,Detected,9.8,mg/l,Actual,Detected,6.58,ph,Actual,Detected,0.45,ug/l,Actual,Detected,9.05,Deg C.,Actual,Detected,3.1,mg/l
21DELAWQ_WQX-308341,2006-08-21 10:32:00,Estimated,Detected,0.01,mg/l,Estimated,Detected,3,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,1030,cfu/100 ml,Actual,Detected,9.74,mg/l,Actual,Detected,6.89,ph,Actual,Detected,0.52,ug/l,Actual,Detected,18.27,Deg C.,Actual,Detected,2.05,mg/l
21DELAWQ_WQX-308341,2006-06-26 10:07:00,Actual,Detected,0.01,mg/l,Actual,Not Detected,1,mg/l,Actual,Detected,0.12,ppt,Actual,Detected,733,cfu/100 ml,Actual,Detected,8.03,mg/l,Actual,Detected,5.46,ph,Actual,Detected,0.99,ug/l,Actual,Detected,17.65,Deg C.,Actual,Detected,3.07,mg/l
21DELAWQ_WQX-308341,2006-04-10 10:18:00,Actual,Detected,0.02,mg/l,Actual,Not Detected,1,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,17,cfu/100 ml,Actual,Detected,10.34,mg/l,Actual,Detected,5.95,ph,Actual,Detected,1.12,ug/l,Actual,Detected,10.49,Deg C.,Actual,Detected,2.47,mg/l
21DELAWQ_WQX-308341,2006-10-23 10:53:00,Actual,Not Detected,0,mg/l,Actual,Not Detected,1,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,280,cfu/100 ml,Actual,Detected,7.9,mg/l,Actual,Detected,7.1,ph,Actual,Detected,0.36,ug/l,Actual,Detected,12.07,Deg C.,Actual,Detected,1.93,mg/l
21DELAWQ_WQX-308341,2006-05-22 10:58:00,Estimated,Detected,0.01,mg/l,Actual,Not Detected,1,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,77,cfu/100 ml,Actual,Detected,8.5,mg/l,Actual,Detected,6.79,ph,Actual,Detected,0.56,ug/l,Actual,Detected,12.93,Deg C.,Actual,Detected,1.9,mg/l
21DELAWQ_WQX-308341,2006-03-06 10:39:00,Actual,Detected,0.02,mg/l,Estimated,Detected,3,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,63,cfu/100 ml,Actual,Detected,10.8,mg/l,Actual,Detected,6.94,ph,Actual,Detected,0.34,ug/l,Actual,Detected,7.57,Deg C.,Actual,Detected,3.43,mg/l
21DELAWQ_WQX-308341,2006-07-24 10:32:00,Actual,Detected,0.02,mg/l,Actual,Detected,22,mg/l,Actual,Detected,0.14,ppt,Actual,Detected,733,cfu/100 ml,Actual,Detected,8.6,mg/l,Actual,Detected,6.47,ph,Actual,Detected,3.09,ug/l,Actual,Detected,18.01,Deg C.,Actual,Detected,2,mg/l
21DELAWQ_WQX-308341,2006-09-18 10:38:00,Actual,Not Detected,0,mg/l,Actual,Not Detected,1,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,100,cfu/100 ml,Actual,Detected,8.3,mg/l,Actual,Detected,7.03,ph,Actual,Detected,0.24,ug/l,Actual,Detected,16.84,Deg C.,Actual,Detected,1.93,mg/l
21DELAWQ_WQX-308341,2006-02-21 10:14:00,Actual,Detected,0.02,mg/l,Actual,Not Detected,1,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,50,cfu/100 ml,Actual,Detected,11.23,mg/l,Actual,Detected,6.11,ph,Actual,Detected,0.38,ug/l,Actual,Detected,5.92,Deg C.,Actual,Detected,3.63,mg/l
21DELAWQ_WQX-308341,2007-08-27 10:20:00,Actual,Detected,0.04,mg/l,Actual,Detected,21,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,1030,cfu/100 ml,Actual,Detected,8.52,mg/l,Actual,Detected,8.63,ph,Actual,Detected,2.54,ug/l,Actual,Detected,19.53,Deg C.,Actual,Detected,2.74,mg/l
21DELAWQ_WQX-308341,2007-03-19 10:21:00,Estimated,Detected,0.01,mg/l,Actual,Not Detected,1,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,33,cfu/100 ml,Actual,Detected,11.12,mg/l,Actual,Detected,6.15,ph,Actual,Detected,0.59,ug/l,Actual,Detected,6.07,Deg C.,Actual,Detected,2.9,mg/l
21DELAWQ_WQX-308341,2007-10-15 11:11:00,Estimated,Detected,0.01,mg/l,Actual,Not Detected,1,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,530,cfu/100 ml,Actual,Detected,8.11,mg/l,Actual,Detected,6.6,ph,Actual,Detected,0.29,ug/l,Actual,Detected,13.41,Deg C.,Actual,Detected,2.54,mg/l
21DELAWQ_WQX-308341,2007-01-22 10:42:00,Actual,Detected,0.01,mg/l,Actual,Detected,9,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,113,cfu/100 ml,Actual,Detected,11.92,mg/l,Actual,Detected,6.59,ph,Actual,Detected,0.69,ug/l,Actual,Detected,6.55,Deg C.,Actual,Detected,3.73,mg/l
21DELAWQ_WQX-308341,2007-07-24 10:43:00,Actual,Detected,0.01,mg/l,Estimated,Detected,3,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,1200,cfu/100 ml,Actual,Detected,8.78,mg/l,Actual,Detected,7.82,ph,Actual,Detected,0.36,ug/l,Actual,Detected,17.1,Deg C.,Actual,Detected,2.17,mg/l
21DELAWQ_WQX-308341,2007-05-22 10:17:00,Actual,Detected,0.52,mg/l,Estimated,Detected,3,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,340,cfu/100 ml,Actual,Detected,9.2,mg/l,Actual,Detected,6.89,ph,Actual,Detected,1.22,ug/l,Actual,Detected,13.85,Deg C.,Actual,Detected,2.19,mg/l
