Site Number,Date,DERAP Version,Basin,HGM Class,HGM Sub-class,LLWW,Stream Order,Classification,Purpose,Watershed,Sub-watershed,AA size and Shape,AA moved?,Forest Age >50 years,Hfor50,Hfor30,Hfor15,Hfor2-1,Harvesting w/in 50yrs,Hfor50-2,Hfor30-2,Hfor15-2,Hfor2-2,Hforcc,Hnorecov,Hfor10,Hcc10,Hcc50,Hcc100,Hforsc,Harvest > 50% recovered,Harvest > 50% recovering,Harvest > 50% recent,Harvest > 50% clear no recov,% AA forested,BAF (10),Hpine,Hchem,Hmow,Hfarm,Hgraz,Hinv1,Hinv5,Hinv50,Hinv100,Hinvless,Hinvdom,Hherb,Hburn,Hgarb,Hnutapp (a),Hnutapp (b),Halgae,Hnis100,Hnis50,Htrail-2,Htrail,Hrdlog,Hroad or Hrdgrav,Hpave or Hrdpav,Wditchs,Wditchm,Wditchx,Wditchfloodplain,Wchannm,Wchan1,Wchan2,Wchan1-2,Wchan2-2,Wincision,Wdamdec,Wimp10,Wimp75,Wimp100,% site perm flood,% site inundated,Wstorm,Wpoint,Wsedchan,Wsed or Wsedwet,Wfill10,Wfill75,Wfill100,Wmic10,Wmic75,Wmic100,Wsubsid,Road-impeding flow,Road-not impeding flow,Wtidres,Sed dep,Soil change < 10%,Soil change 10-75%,Soil change >75%,Eroding banks/slopes,Nutrients-ag,Nutrients-sew,Nutrients-fert,Ldevcom,Ldevres3,Ldevres2,Ldevres1,Ldevres1-2,Lsew,Lsept,Ltrail,Lrdgrav,Lrd2pav,Lrd4pav,Stormdrain,Llndfil,Direct runoff/erosion,Lchan,Lagrow,Lagorch,Lag,Lagpoul,Lfor,Ldock,Lmoor,Hydro-sev,Hydro-mod,Hydro-sl,Lgolf,Lmow,Lmine,QCR,QDR,Total Score
1100,06/27/2019,6,Delaware Bay,Seep,Closed Canopy,LS1FLTHhw,,Natural,Assessment,Brandywine,White Clay Creek,26x54M Rectangle,true,false,false,true,false,false,false,,,,,,false,,false,false,false,false,,,,,0.6,30,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,25-Jan,51-75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,true,false,,false,,false,,,false,false,false,,,,,,false,true,false,,3,80
1102,06/19/2019,6,Delaware Bay,Riverine,Lower Per,LS1FLTHdrhw,3,Natural,Assessment,Brandywine,Brandywine,40M Circle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,1,90,false,false,false,false,false,false,true,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,0,26-50,true,false,,false,true,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,true,,,,,false,true,false,,false,,false,,,false,false,false,,,,,,false,true,false,,4,81
1107,07/31/2019,6,Delaware Bay,Depression,Mineral,TEBApdOI,,Natural,Assessment,Brandywine,White Clay Creek,40 M Circle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,0.8,100,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,true,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,true,false,>75,>75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,true,false,false,false,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,false,false,,3,69
1109,06/19/2019,6,Delaware Bay,Seep,Closed Canopy,LR1FPflTHdr,,Natural,Assessment,Brandywine,Brandywine,36x22M Rectangle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,0.6,30,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,25-Jan,51-75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,false,false,,2,86
1112,06/17/2019,6,Delaware Bay,Seep,Closed Canopy,LS1FLTHhw,,Natural,Assessment,Brandywine,White Clay Creek,Polygon,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,0.4,50,false,false,false,false,false,false,true,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,26-50,51-75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,true,false,false,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,true,false,,3,84
1118,08/15/2019,6,Delaware Bay,Riverine,Upper Per,TEFLTHhw,1,Natural,Assessment,Brandywine,White Clay Creek,25x100M Rectangle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,true,,,,,0.85,150,false,false,false,false,false,false,true,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,26-50,>75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,true,false,,false,,false,,,false,false,false,,,,,,false,true,false,,3,84
1124,07/23/2019,6,Delaware Bay,Flat,Mineral,LS1BATHhw,,Natural,Assessment,Brandywine,White Clay Creek,40 M Circle,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,0.6,30,false,false,true,false,false,false,false,false,true,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,25-Jan,25-Jan,false,false,,false,true,false,false,true,false,false,false,,,,,,,,,,,,false,true,false,false,,,,,false,true,false,,false,,false,,,false,false,false,,,,,,false,true,false,,5,60
1129,06/18/2019,6,Delaware Bay,Riverine,Upper Per,TEFLOUhw,1,Natural,Assessment,Brandywine,White Clay Creek,49x31M Rectangle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,1,60,false,false,false,false,false,true,false,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,25-Jan,26-50,true,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,true,false,false,false,,,,,true,true,false,,false,,false,,,false,false,false,,,,,,false,false,false,,3,82
1130,07/11/2019,6,Delaware Bay,Riverine,Upper Per,LS4BApdTIhw,1,Natural,Assessment,Brandywine,White Clay Creek,29x40M Rectangle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,0.4,50,false,false,false,false,false,false,true,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,26-50,>75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,true,false,,2,85
1148,08/02/2019,6,Delaware Bay,Depression,Mineral,LS1BATH,,Natural,Assessment,Brandywine,White Clay Creek,Polygon,true,false,true,false,false,false,false,,,,,,false,,false,false,false,false,,,,,0.1,N/A,false,false,false,false,false,false,false,false,true,,,false,,,,,false,true,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,51-75,>75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,true,false,false,,,,,false,true,false,,false,,false,,,false,false,false,,,,,,false,false,false,,5,57
1152,06/27/2019,6,Delaware Bay,Flat,Mineral,TEFLIS,,Natural,Assessment,Brandywine,White Clay Creek,40M Circle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,1,100,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,false,,false,,false,false,true,false,false,,false,false,false,,,false,false,false,false,false,0,25-Jan,false,false,,false,true,false,false,false,false,false,false,,,,,,,,,,,,false,true,false,false,,,,,false,true,false,,false,,false,,,false,false,false,,,,,,false,true,false,,4,74
1153,06/24/2019,6,Delaware Bay,Seep,Open Canopy,LR1FPflTH,,Natural,Assessment,Brandywine,Brandywine,25x100M Rectangle,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,0.5,10,false,false,false,false,false,false,true,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,25-Jan,51-75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,true,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,false,false,,2,85
1161,09/06/2019,6,Delaware Bay,Seep,Closed Canopy,LS1FLTHdrhw,,Natural,Assessment,Brandywine,Racoon Creek,17x70M Rectangle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,0.75,20,false,false,false,false,false,false,false,false,true,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,26-50,26-50,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,true,false,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,false,false,,2,70
1162,08/06/2019,6,Delaware Bay,Depression,Mineral,TEFLTHhw,,Natural,Assessment,Brandywine,White Clay Creek,40 M Circle,true,false,false,true,false,false,false,,,,,,false,,false,false,false,false,,,,,0.65,0,false,false,false,false,false,false,false,false,true,,,false,,,,,false,true,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,0,>75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,true,false,false,false,,,,,false,true,true,,false,,false,,,false,false,false,,,,,,false,true,false,,5,51
1166,06/19/2019,6,Delaware Bay,Seep,Open Canopy,LS1BATHhw,,Natural,Assessment,Brandywine,Brandywine,Polygon,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,0.2,20,false,false,false,false,false,false,true,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,51-75,>75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,true,false,,false,,false,,,false,false,false,,,,,,false,true,false,,2,84
1167,07/31/2019,6,Delaware Bay,Flat,Mineral,TEFLIS,,Natural,Assessment,Brandywine,White Clay Creek,83x25M Rectangle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,1,110,false,false,true,false,false,false,false,true,false,,,false,,,,,false,false,false,,false,,false,false,false,false,true,,false,false,false,,,false,false,false,false,false,0,26-50,true,false,,false,false,true,false,false,false,false,false,,,,,,,,,,,,false,true,false,false,,,,,false,true,false,,false,,true,,,false,false,false,,,,,,false,true,false,,6,50
1171,08/01/2019,6,Delaware Bay,Depression,Mineral,TEFLPdOI,,Natural,Assessment,Brandywine,White Clay Creek,40M Circle,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,0.15,N/A - no visibility,false,false,false,false,false,false,false,false,true,,,false,,,,,false,true,false,,false,,false,false,false,false,true,,false,false,false,,,false,false,false,false,false,>75,>75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,true,false,false,false,,,,,false,true,false,,false,,true,,,false,false,false,,,,,,false,false,false,,4,48
1172,07/31/2019,6,Delaware Bay,Riverine,Upper Per,LS1BATHhw,1,Natural,Assessment,Brandywine,White Clay Creek,15x74M Rectangle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,1,80,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,0,26-50,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,true,false,false,,,,,true,false,false,,false,,false,,,false,false,false,,,,,,false,false,false,,3,84
1175,08/13/2019,6,Delaware Bay,Depression,Mineral,TEBAIS,,Natural,Assessment,Brandywine,White Clay Creek,64x26x29M Polygon,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,0.95,90,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,true,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,true,false,0,>75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,true,false,false,false,,,,,false,true,false,,false,,false,,,false,false,false,,,,,,false,false,false,,4,65
1176,07/15/2019,6,Delaware Bay,Flat,Mineral,LS1FLpdTH,,Natural,Assessment,Brandywine,White Clay Creek,40M Circle,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,1,70,false,false,false,false,false,false,true,false,false,,,false,,,,,false,false,false,,false,,false,false,false,true,false,,false,false,false,,,false,false,false,false,false,0,25-Jan,false,false,,false,true,false,false,true,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,false,false,,4,76
1180,07/18/2019,6,Delaware Bay,Flat,Mineral,TEFLOUhw,,Natural,Assessment,Brandywine,White Clay Creek,40M Circle,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,1,150,false,false,false,false,false,false,true,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,0,>75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,true,false,false,false,,,,,false,true,false,,false,,false,,,false,false,false,,,,,,false,false,false,,3,89
1183,08/27/2019,6,Delaware Bay,Depression,Mineral,TEFLIS,,Natural,Assessment,Brandywine,White Clay Creek,Polygon,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,0.45,30,false,false,false,false,false,false,false,false,false,,,false,,,,,false,false,true,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,51-75,>75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,true,false,false,false,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,false,false,,2,78
1185,08/07/2019,6,Delaware Bay,Riverine,Upper Per,TEFLIS,1,Natural,Assessment,Brandywine,Brandywine,32x100M Polgyon (Triangle),true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,0.7,90,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,false,,true,,false,false,false,false,false,,false,false,false,,,false,true,false,false,false,26-50,51-75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,true,false,,3,66
1193,06/27/2019,6,Delaware Bay,Flat,Mineral,TEFLOUhw,,Natural,Assessment,Brandywine,White Clay Creek,40M Circle,false,false,false,true,false,false,true,,,,,,false,,false,false,true,false,,,,,0.55,0,false,false,false,false,false,false,false,false,true,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,0,25-Jan,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,true,false,false,,,,,false,false,false,,false,,true,,,true,false,false,,,,,,false,false,false,,5,65
1194,07/23/2019,6,Delaware Bay,Flat,Mineral,LS1FLTHhw,,Natural,Assessment,Brandywine,White Clay Creek,40M Circle,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,1,30,false,false,false,false,false,false,false,false,true,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,0,25-Jan,false,false,,false,true,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,false,false,,4,91
1212,08/21/2019,6,Delaware Bay,Seep,Closed Canopy,TEFLOUhw,,Natural,Assessment,Brandywine,White Clay Creek,50x66M Rectangle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,0.95,70,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,25-Jan,26-50,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,true,false,false,,,,,false,false,false,,false,,true,,,true,false,false,,,,,,false,false,false,,3,83
1216,06/26/2019,6,Delaware Bay,Riverine,Lower Per,LS1BATH,3,Natural,Assessment,Brandywine,White Clay Creek,40M Circle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,0.9,100,false,false,false,false,false,false,true,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,true,false,false,false,25-Jan,51-75,true,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,true,false,false,false,,,,,false,false,true,,false,,false,,,false,false,false,,,,,,false,true,false,,4,64
1226,07/30/2019,6,Delaware Bay,Riverine,Upper Per,TEFLTHhw,1,Natural,Assessment,Brandywine,White Clay Creek,46x49M Polygon (Triangle),true,false,false,false,true,false,true,,,,,,false,,false,false,true,false,,,,,0.15,0,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,true,false,,,false,false,true,false,false,25-Jan,51-75,true,false,,false,true,false,false,false,false,false,false,,,,,,,,,,,,true,true,false,false,,,,,false,true,false,,false,,false,,,false,false,false,,,,,,false,true,false,,5,26
1235,08/01/2019,6,Delaware Bay,Depression,Mineral,TEBApdOI,,Natural,Assessment,Brandywine,White Clay Creek,40M Circle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,0.2,N/A,false,false,false,false,false,false,false,true,false,,,false,,,,,false,true,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,true,false,>75,>75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,true,false,false,false,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,false,false,,4,59
1241,08/06/2019,6,Delaware Bay,Riverine,Upper Per,LS1BApdTHdr,1,Natural,Assessment,Brandywine,Shellpot Creek,40M Circle,true,false,false,false,false,true,false,,,,,,false,,false,false,false,false,,,,,0,0,false,false,false,false,false,false,false,false,true,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,51-75,>75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,true,false,false,false,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,false,false,,5,63
1242,07/31/2019,6,Delaware Bay,Seep,Closed Canopy,LS1BATH,,Natural,Assessment,Brandywine,White Clay Creek,42x4M Rectangle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,0.85,50,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,51-75,51-75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,true,false,false,,false,,false,,,false,false,false,,,,,,false,false,false,,2,85
1244,07/18/2019,6,Delaware Bay,Flat,Mineral,TEFLOUhw,,Natural,Assessment,Brandywine,White Clay Creek,40M Circle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,1,120,false,false,false,false,false,false,true,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,0,>75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,true,false,false,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,false,false,,2,92
1245,08/21/2019,6,Delaware Bay,Riverine,Upper Per,TEFLIS,1,Natural,Assessment,Brandywine,Shellpot Creek,49X50M Rectangle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,1,110,false,false,false,false,false,false,true,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,25-Jan,26-50,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,true,false,false,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,false,false,,2,85
1248,07/23/2019,6,Delaware Bay,Riverine,Upper Per,TEFLTHhw,1,Natural,Assessment,Brandywine,White Clay Creek,67x40M Polgyon,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,0.1,40,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,true,false,false,25-Jan,26-50,false,false,,false,true,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,true,false,true,,,,,,false,false,false,,4,67
1260,07/18/2019,6,Delaware Bay,Flat,Mineral,TEFLOUhw,,Natural,Assessment,Brandywine,White Clay Creek,40M Circle,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,1,160,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,false,,false,,false,false,true,false,false,,false,false,false,,,false,false,false,false,false,25-Jan,51-75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,true,,false,,false,,,false,false,false,,,,,,false,false,false,,3,82
1268,08/02/2019,6,Delaware Bay,Seep,Open Canopy,LS1BATHhw,,Natural,Assessment,Brandywine,White Clay Creek,100x27M Rectangle,true,false,true,false,false,false,false,,,,,,false,,false,false,false,false,,,,,0.2,60,false,false,false,false,false,false,true,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,true,false,51-75,>75,true,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,true,,,,,false,true,false,,false,,false,,,false,false,false,,,,,,false,false,false,,4,65
1269,07/01/2019,6,Delaware Bay,Seep,Closed Canopy,TEFLOIhw,,Natural,Assessment,Brandywine,Brandywine,80x62.5M Rectangle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,1,80,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,25-Jan,26-50,false,false,,false,false,true,false,false,false,false,false,,,,,,,,,,,,true,false,false,false,,,,,false,true,false,,false,,false,,,false,false,false,,,,,,false,false,false,,4,72
1281,08/09/2019,6,Delaware Bay,Flat,Mineral,LS1FLTHhw,,Natural,Assessment,Brandywine,Brandywine,35x100M Rectangle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,1,220,false,false,false,false,false,false,true,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,true,,false,false,false,,,false,false,false,false,false,0,51-75,true,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,true,false,false,,,,,false,true,false,,false,,true,,,false,false,false,,,,,,false,true,false,,4,67
1297,08/22/2019,6,Delaware Bay,Riverine,Upper Per,TEFLIS,2,Natural,Assessment,Brandywine,Shellpot Creek,20x100M Rectangle,false,false,true,false,false,false,false,,,,,,false,,false,false,false,false,,,,,0.9,160,false,false,false,false,false,false,false,false,true,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,true,false,false,25-Jan,25-Jan,true,false,,false,false,true,false,false,false,false,false,,,,,,,,,,,,false,true,false,false,,,,,false,true,false,,false,,false,,,false,false,false,,,,,,false,true,false,,6,37
1304,08/15/2019,6,Delaware Bay,Seep,Closed Canopy,TEFLIS,,Natural,Assessment,Brandywine,White Clay Creek,32x100M Rectangle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,1,170,false,false,false,false,false,false,false,false,true,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,25-Jan,26-50,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,true,true,false,false,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,true,false,,3,69
1307,08/27/2019,6,Delaware Bay,Riverine,Upper Per,LS1FLTH,2,Natural,Assessment,Brandywine,White Clay Creek,34x17x32M Polygon,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,0.95,80,false,false,false,false,false,false,false,false,true,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,25-Jan,25-Jan,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,false,false,,3,71
1310,08/22/2019,6,Delaware Bay,Seep,Open Canopy,LS1BATHhw,,Natural,Assessment,Brandywine,Brandywine,26x16M Rectangle,true,false,true,false,false,false,false,,,,,,false,,false,false,false,false,,,,,0.3,0,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,true,false,false,51-75,51-75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,true,false,,3,68
1311,08/21/2019,6,Delaware Bay,Depression,Mineral,TEFLIS,,Natural,Assessment,Brandywine,White Clay Creek,21x86M Rectangle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,1,100,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,true,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,true,false,0,>75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,true,false,false,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,false,false,,3,69
1314,09/05/2019,6,Delaware Bay,Flat,Mineral,LS1BApdTH,,Natural,Assessment,Brandywine,White Clay Creek,27x100M Rectangle,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,1,140,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,false,,false,,false,false,true,false,false,,false,false,false,,,false,false,false,false,false,0,26-50,false,false,,false,true,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,true,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,false,false,,4,80
1315,08/21/2019,6,Delaware Bay,Depression,Mineral,TEFLpdOI,,Natural,Assessment,Brandywine,White Clay Creek,40M Circle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,0.75,40,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,true,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,true,false,25-Jan,>75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,true,false,false,false,,,,,false,false,false,,false,,true,,,false,false,false,,,,,,false,false,false,,3,65
1191-REF,08/02/2019,6,Delaware Bay,Riverine,Floodplain Slough/Swale,LS1FLTH,,Natural,Assessment,Brandywine,White Clay Creek,30X 22M Rectangle,true,false,false,false,true,false,false,,,,,,false,,false,false,false,false,,,,,0.1,20,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,0,25-Jan,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,true,false,false,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,true,false,false,,3,77
1202 - REF,07/16/2019,6,Delaware Bay,Seep,Closed Canopy,LS1BATHhw,,Natural,Reference,Brandywine,White Clay Creek,5x60M Rectangle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,0.9,110,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,51-75,51-75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,true,false,,2,85
1265 - REF,08/09/2019,6,Delaware Bay,Seep,Closed Canopy,TEFLOUhw,,Natural,Reference,Brandywine,Brandywine,22x15M Rectangle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,1,90,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,>75,>75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,true,false,false,,,,,false,true,false,,false,,true,,,false,false,false,,,,,,false,true,false,,4,83
0431r,08/18/2006,3,Inland Bays,Riverine,,,,,Assessment,Indian River,Indian River,,true,,,,,,true,false,false,true,false,false,false,false,,,,,,,,,,,false,false,true,false,false,,,,,true,false,false,false,false,false,,false,,,false,,false,false,false,false,false,false,true,false,,,false,true,false,false,false,false,false,,,false,false,false,false,false,true,false,false,false,false,false,,,false,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,,false,,true,false,false,,false,false,false,false,,,,false,true,false,5,,2
